X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
17338,Lasiognathus,intermedius,"Bertelsen & Pietsch, 1996",474,9238,bathypelagic,10,NA,NA,NA,1/13/99,632.5,fbs
17339,Lasiognathus,saccostoma,"Regan, 1925",474,9238,bathypelagic,10,NA,NA,NA,1/13/99,2000,fbs
17340,Lasiognathus,waltoni,"Nolan & Rosenblatt, 1975",474,9238,bathypelagic,10,NA,NA,NA,1/13/99,675,fbs
17341,Lateolabrax,japonicus,"(Cuvier, 1828",627,2501,reef-associated,52.35,102,8700,1,7/31/91,NA,fbs
17342,Lateolabrax,latus,"Katayama, 1957",627,2501,demersal,53.65,94,9100,1,5/23/96,NA,fbs
17344,Lates,calcarifer,"(Bloch, 1790",631,944,demersal,69.16,200,60000,1,10/17/90,25,fbs
17345,Lates,japonicus,"Katayama & Taki, 1984",631,944,demersal,59.64,130,33000,1,9/15/92,NA,fbs
17354,Latimeria,chalumnae,"Smith, 1939",30,1832,demersal,85.71,168,95000,0,1/18/91,425,fbs
17355,Latimeria,menadoensis,"Pouyaud, Wirjoatmodjo, Rachmatika, Tjakrawidjaja, Hadiaty & Hadie, 1999",30,1832,demersal,77.7,140,NA,0,8/16/99,NA,fbs
17356,Latridopsis,ciliaris,"(Forster, 1801",356,5701,demersal,50.48,80,NA,1,4/10/95,NA,fbs
17357,Latridopsis,forsteri,"(Castelnau, 1872",356,5701,demersal,47.24,65,NA,1,8/5/95,90,fbs
17358,Latris,lineata,"(Forster, 1801",356,9054,reef-associated,71.95,120,25000,1,8/5/95,202.5,fbs
17359,Latris,pacifica,"Roberts, 2003",356,9054,reef-associated,53.39,69.19999695,NA,NA,2/25/09,200,fbs
17360,Latropiscis,purpurissatus,"(Richardson, 1843",159,4073,reef-associated,34.86,60,NA,NA,7/14/95,NA,fbs
17376,Lebetus,guilleti,"(Le Danois, 1913",405,5715,reef-associated,10,2.5,NA,NA,10/17/90,NA,fbs
17377,Lebetus,patzneri,"Schliewen, Kovačić & Ordines, 2019",405,5715,reef-associated,10,1.679999948,NA,NA,6/22/20,66,fbs
17378,Lebetus,scorpioides,"(Collett, 1874",405,5715,reef-associated,25.03,4,NA,NA,10/17/90,202.5,fbs
17397,Lecanogaster,chrysea,"Briggs, 1957",434,9091,demersal,16.52,2.079999924,NA,NA,2/28/96,NA,fbs
17398,Lecanogaster,gorgoniphila,"Fricke & Wirtz, 2017",434,9091,benthopelagic,21.84,2.74000001,NA,NA,12/19/17,25.5,fbs
17419,Leiocottus,hirundo,"Girard, 1856",277,1217,demersal,45.57,25,NA,NA,5/1/91,NA,fbs
17421,Leiognathus,berbis,"(Valenciennes, 1835",318,4498,demersal,10.53,11,NA,1,3/29/93,21.5,fbs
17422,Leiognathus,brevirostris,"(Valenciennes, 1835",318,4498,demersal,15.06,13.5,NA,1,12/18/91,20.5,fbs
17423,Leiognathus,equula,"(Forsskål, 1775",318,4498,demersal,15.94,28,NA,1,6/19/91,60,fbs
17424,Leiognathus,longispinis,"(Valenciennes, 1835",318,4498,demersal,15.01,16,NA,1,3/16/02,NA,fbs
17425,Leiognathus,mazavasaoka,"(Baldwin & Sparks, 2011",318,4498,demersal,12.93,10.93999958,NA,NA,8/30/11 18:50,NA,fbs
17426,Leiognathus,parviceps,"(Valenciennes, 1835",318,4498,demersal,17.96,NA,NA,NA,3/19/02,NA,fbs
17427,Leiognathus,robustus,"Sparks & Dunlap, 2004",318,4498,pelagic-neritic,21.45,18.34000015,NA,NA,1/7/09,NA,fbs
17428,Leiognathus,ruconius,"(Hamilton, 1822",318,4498,demersal,12.09,8,NA,1,12/18/91,31.5,fbs
17429,Leiognathus,striatus,"James & Badrudeen, 1991",318,4498,demersal,17.96,NA,NA,NA,3/16/02,NA,fbs
17434,Leiostomus,xanthurus,"Lacepède, 1802",331,4754,demersal,29.15,36,450,1,10/17/90,NA,fbs
17435,Leiuranus,semicinctus,"(Lay & Bennett, 1839",66,4016,reef-associated,35,66,NA,NA,2/22/93,35,fbs
17436,Leiuranus,versicolor,"(Richardson, 1848",66,4016,reef-associated,36.86,75.40000153,NA,NA,4/18/96,10.5,fbs
17438,Lentipes,andamanicus,"(Mukerji, 1935",405,8787,pelagic-neritic,10,NA,NA,NA,6/26/13,NA,fbs
17457,Lepadichthys,akiko,"Allen & Erdmann, 2012",434,1098,reef-associated,10,1.080000043,NA,NA,4/9/13,NA,fbs
17458,Lepadichthys,bilineatus,"Craig, Bogorodsky & Randall, 2015",434,1098,demersal,10,3.660000086,NA,NA,5/1/20,2.5,fbs
17459,Lepadichthys,bolini,"Briggs, 1962",434,1098,reef-associated,23.38,3,NA,NA,6/6/97,2.5,fbs
17460,Lepadichthys,caritus,"Briggs, 1969",434,1098,reef-associated,18.95,3,NA,NA,3/5/96,12,fbs
17461,Lepadichthys,coccinotaenia,"Regan, 1921",434,1098,benthopelagic,26.52,5,NA,NA,5/18/93,NA,fbs
17462,Lepadichthys,ctenion,"Briggs & Link, 1963",434,1098,demersal,27.12,3.789999962,NA,NA,7/22/03,NA,fbs
17463,Lepadichthys,erythraeus,"Briggs & Link, 1963",434,1098,demersal,27.12,3.720000029,NA,NA,4/7/00,2,fbs
17464,Lepadichthys,frenatus,"Waite, 1904",434,1098,reef-associated,34.19,5.699999809,NA,NA,7/2/96,3.5,fbs
17465,Lepadichthys,lineatus,"Briggs, 1966",434,1098,reef-associated,24.94,4.5,NA,NA,5/20/96,15,fbs
17466,Lepadichthys,minor,"Briggs, 1955",434,1098,reef-associated,15.6,2.5,NA,NA,4/19/96,2,fbs
17467,Lepadichthys,sandaracatus,"Whitley, 1943",434,1098,demersal,25.35,NA,NA,NA,4/7/00,NA,fbs
17468,Lepadichthys,springeri,"Briggs, 2001",434,1098,reef-associated,20.92,2.609999895,NA,NA,4/8/02,5.5,fbs
17469,Lepadicyathus,mendeleevi,"Prokofiev, 2005",434,10824,reef-associated,11.75,1.5,NA,NA,5/16/08,1.5,fbs
17470,Lepadogaster,candolii,"Risso, 1810",434,4080,demersal,37.97,7.5,NA,NA,10/17/90,NA,fbs
17471,Lepadogaster,lepadogaster,"(Bonnaterre, 1788",434,4080,demersal,36.17,6.5,NA,NA,10/17/90,NA,fbs
17472,Lepadogaster,purpurea,"(Bonnaterre, 1788",434,4080,demersal,37.97,7.5,NA,NA,2/29/96,NA,fbs
17473,Lepidamia,kalosoma,"(Bleeker, 1852",304,9288,reef-associated,12.93,14,NA,NA,7/2/01,9,fbs
17474,Lepidamia,multitaeniata,"(Cuvier, 1828",304,9288,reef-associated,15.77,18,NA,NA,5/5/93,1,fbs
17475,Lepidamia,natalensis,"(Gilchrist & Thompson, 1908",304,9288,demersal,16.49,19,NA,NA,6/3/96,6.5,fbs
17476,Lepidamia,omanensis,"(Gon & Mee, 1995",304,9288,demersal,14.21,15.5,NA,NA,5/21/97,4,fbs
17477,Lepidammodytes,macrophthalmus,"Ida, Sirimontaporn & Monkolprasit, 1994",402,4566,pelagic-neritic,26.72,15.89999962,NA,NA,8/21/01,NA,fbs
17506,Lestidiops,mirabilis,"(Ege, 1933",773,5963,bathypelagic,30.4,26.10000038,NA,NA,2/18/93,NA,fbs
17507,Lestidiops,neles,"(Harry, 1953",773,5963,pelagic-oceanic,10,7.800000191,NA,NA,9/29/00,NA,fbs
17508,Lestidiops,pacificus,"(Parr, 1931",773,5963,bathypelagic,10,1.639999986,NA,NA,8/4/98,1025,fbs
17509,Lestidiops,pseudosphyraenoides,"(Ege, 1918",773,5963,pelagic-oceanic,12.01,9.5,NA,0,10/22/90,NA,fbs
17510,Lestidiops,ringens,"(Jordan & Gilbert, 1880",773,5963,bathypelagic,20.45,21,NA,NA,6/30/94,1645,fbs
17511,Lestidiops,similis,"(Ege, 1933",773,5963,bathypelagic,20.19,20,NA,NA,2/19/96,NA,fbs
17512,Lestidiops,sphyraenopsis,"Hubbs, 1916",773,5963,pelagic-oceanic,42.03,39,NA,NA,5/16/96,300,fbs
17513,Lestidiops,sphyrenoides,"(Risso, 1820",773,5963,bathypelagic,31.6,27,NA,0,10/22/90,325,fbs
17514,Lestidium,atlanticum,"Borodin, 1928",773,270,bathypelagic,24.1,25,NA,0,5/14/94,660,fbs
17515,Lestidium,bigelowi,"Graae, 1967",773,270,bathypelagic,10,3.720000029,NA,NA,1/25/08,307.5,fbs
17516,Lestidium,nudum,"Gilbert, 1905",773,270,bathypelagic,10,1.889999986,NA,NA,2/18/93,441.5,fbs
17517,Lestidium,prolixum,"Harry, 1953",773,270,bathypelagic,31.6,27,NA,NA,5/16/96,410,fbs
17520,Lestrolepis,intermedia,"(Poey, 1868",773,10369,bathypelagic,37.36,33.79999924,NA,0,5/14/94,677.5,fbs
17521,Lestrolepis,japonica,"(Tanaka, 1908",773,10369,pelagic-oceanic,11.62,19,NA,NA,7/24/96,NA,fbs
17522,Lestrolepis,luetkeni,"(Ege, 1933",773,10369,bathypelagic,25,20,NA,NA,8/28/97,NA,fbs
17523,Lestrolepis,luxiocula,"Ho & Golani, 2019",773,10369,pelagic,10,14.80000019,NA,NA,6/19/20,1.5,fbs
17524,Lesueurigobius,friesii,"(Malm, 1874",405,965,demersal,20.62,13,NA,NA,3/19/93,70,fbs
17525,Lesueurigobius,heterofasciatus,"Maul, 1971",405,965,demersal,10,4.400000095,NA,NA,5/6/96,222.5,fbs
17526,Lesueurigobius,koumansi,"(Norman, 1935",405,965,demersal,20.43,11,NA,NA,5/6/96,92.5,fbs
17527,Lesueurigobius,sanzi,"(de Buen, 1918",405,965,demersal,20.43,11,NA,NA,5/6/96,82,fbs
17528,Lesueurigobius,suerii,"(Risso, 1810",405,965,demersal,13.79,7.5,NA,NA,10/25/90,NA,fbs
17529,Lesueurina,platycephala,"Fowler, 1908",379,6323,demersal,10,11,NA,NA,2/16/99,0.5,fbs
17530,Letharchus,aliculatus,"McCosker, 1974",66,6513,demersal,15.11,21.5,NA,NA,8/27/99,NA,fbs
17531,Letharchus,rosenblatti,"McCosker, 1974",66,6513,demersal,24.36,35,NA,NA,7/11/95,8.5,fbs
17532,Letharchus,velifer,"Goode & Bean, 1882",66,6513,demersal,30.47,51,NA,NA,5/1/91,NA,fbs
17535,Lethenteron,camtschaticum,"(Tilesius, 1811",1,2970,demersal,54.48,63,200,1,5/1/91,25,fbs
17547,Lepidion,capensis,"Gilchrist, 1922",180,2918,benthopelagic,61.04,50,NA,NA,3/11/96,804.5,fbs
17548,Lepidion,ensiferus,"(Günther, 1887",180,2918,bathypelagic,52.83,40,NA,NA,11/10/90,900,fbs
17549,Lepidion,eques,"(Günther, 1887",180,2918,benthopelagic,66.11,NA,NA,0,11/10/90,NA,fbs
17550,Lepidion,guentheri,"(Giglioli, 1880",180,2918,benthopelagic,69.45,81,NA,NA,2/12/98,775,fbs
17551,Lepidion,inosimae,"(Günther, 1887",180,2918,benthopelagic,69.6,60.5,NA,NA,5/17/96,840,fbs
17552,Lepidion,lepidion,"(Risso, 1810",180,2918,bathypelagic,52.82,44,NA,1,11/10/90,1217,fbs
17553,Lepidion,microcephalus,"Cowper, 1956",180,2918,bathydemersal,59.03,48,NA,NA,7/16/95,875,fbs
17554,Lepidion,natalensis,"Gilchrist, 1922",180,2918,benthopelagic,52.29,41,NA,NA,5/20/94,643,fbs
17555,Lepidion,schmidti,"Svetovidov, 1936",180,2918,bathydemersal,69.28,85,NA,NA,5/17/96,947.5,fbs
17557,Lepidoblennius,haplodactylus,"Steindachner, 1867",390,7924,benthopelagic,10.53,10.69999981,NA,0,3/17/98,1.5,fbs
17558,Lepidoblennius,marmoratus,"(Macleay, 1878",390,7924,benthopelagic,11.03,11.44999981,NA,0,3/17/98,1.5,fbs
17559,Lepidoblepharon,ophthalmolepis,"Weber, 1913",438,3467,bathydemersal,45.73,36,NA,0,3/1/94,369,fbs
17586,Lepidocybium,flavobrunneum,"(Smith, 1843",414,2326,benthopelagic,84.78,200,45000,1,10/17/90,650,fbs
17588,Lepidogobius,lepidus,"(Girard, 1858",405,1602,demersal,50.96,10,NA,NA,5/1/91,100.5,fbs
17595,Lepidonectes,bimaculatus,"Allen & Robertson, 1992",390,2654,reef-associated,10,6.800000191,NA,NA,2/27/98,NA,fbs
17596,Lepidonectes,clarkhubbsi,"Bussing, 1991",390,2654,demersal,10,6.5,NA,NA,2/27/98,7,fbs
17597,Lepidonectes,corallicola,"(Kendall & Radcliffe, 1912",390,2654,reef-associated,10,8.899999619,NA,NA,11/22/96,6.5,fbs
17598,Lepidonotothen,squamifrons,"(Günther, 1880",382,8217,benthopelagic,62.83,55,NA,1,1/23/93,455,fbs
17599,Lepidoperca,aurantia,"Roberts, 1989",289,8693,bathydemersal,36.67,25.73999977,NA,NA,10/6/03,353,fbs
17600,Lepidoperca,brochata,"Katayama & Fujii, 1982",289,8693,demersal,32.32,NA,NA,NA,9/15/95,NA,fbs
17601,Lepidoperca,caesiopercula,"(Whitley, 1951",289,8693,reef-associated,32.32,NA,NA,NA,9/13/95,NA,fbs
17602,Lepidoperca,coatsii,"(Regan, 1913",289,8693,demersal,32.32,NA,NA,NA,10/6/03,NA,fbs
17603,Lepidoperca,filamenta,"Roberts, 1987",289,8693,demersal,23.86,18,NA,NA,10/6/03,174,fbs
17604,Lepidoperca,inornata,"Regan, 1914",289,8693,demersal,32.32,NA,NA,NA,3/8/98,NA,fbs
17605,Lepidoperca,magna,"Katayama & Fujii, 1982",289,8693,demersal,32.32,NA,NA,NA,9/15/95,NA,fbs
17606,Lepidoperca,occidentalis,"Whitley, 1951",289,8693,demersal,21.56,15,NA,NA,8/1/95,120,fbs
17607,Lepidoperca,pulchella,"(Waite, 1899",289,8693,demersal,30.82,28,NA,NA,8/1/95,225,fbs
17608,Lepidoperca,tasmanica,"Norman, 1937",289,8693,reef-associated,32.32,NA,NA,NA,9/15/95,NA,fbs
17609,Lepidophanes,gaussi,"(Brauer, 1906",167,10446,bathypelagic,23.48,5,NA,NA,10/17/90,425,fbs
17610,Lepidophanes,guentheri,"(Goode & Bean, 1896",167,10446,pelagic-oceanic,10,7.800000191,NA,NA,11/20/92,395,fbs
17611,Lepidopsetta,bilineata,"(Ayres, 1855",440,9152,demersal,57.42,58,1800,1,7/5/96,287.5,fbs
17612,Lepidopsetta,mochigarei,"Snyder, 1911",440,9152,demersal,55.11,40,NA,1,3/2/94,NA,fbs
17613,Lepidopsetta,polyxystra,"Orr & Matarese, 2000",440,9152,demersal,45.83,69,NA,NA,3/5/02,350,fbs
17614,Lepidopus,altifrons,"Parin & Collette, 1993",415,2370,benthopelagic,35.1,66,NA,NA,10/8/99,300,fbs
17615,Lepidopus,calcar,"Parin & Mikhailin, 1982",415,2370,benthopelagic,39.34,79,NA,NA,11/24/93,310,fbs
17616,Lepidopus,caudatus,"(Euphrasen, 1788",415,2370,benthopelagic,53.11,210,8000,1,10/17/90,331,fbs
17617,Lepidopus,dubius,"Parin & Mikhailin, 1981",415,2370,benthopelagic,23.76,43,NA,NA,11/24/93,260,fbs
17618,Lepidopus,fitchi,"Rosenblatt & Wilson, 1987",415,2370,benthopelagic,63.85,210,1400,1,5/1/91,300,fbs
17619,Lepidopus,manis,"Rosenblatt & Wilson, 1987",415,2370,benthopelagic,36.43,69,NA,NA,11/24/93,NA,fbs
17621,Lepidorhombus,boscii,"(Risso, 1810",515,5489,demersal,38.07,40,NA,1,10/17/90,403.5,fbs
17622,Lepidorhombus,whiffiagonis,"(Walbaum, 1792",515,5489,bathydemersal,62.11,60,NA,1,10/17/90,400,fbs
17623,Lepidorhynchus,denticulatus,"Richardson, 1846",185,1274,bathypelagic,56.74,55,NA,1,10/21/93,590,fbs
17625,Lepidotrigla,abyssalis,"Jordan & Starks, 1904",266,9693,demersal,25.42,17,NA,NA,6/27/96,237.5,fbs
17626,Lepidotrigla,alata,"(Houttuyn, 1782",266,9693,demersal,28.13,20,NA,NA,6/27/96,85,fbs
17627,Lepidotrigla,alcocki,"Regan, 1908",266,9693,demersal,25.41,12.40999985,NA,0,5/12/95,NA,fbs
17628,Lepidotrigla,annamarae,"del Cerro & Lloris, 1997",266,9693,bathydemersal,30.89,17,NA,NA,1/14/99,497.5,fbs
17629,Lepidotrigla,argus,"Ogilby, 1910",266,9693,demersal,26.64,18,NA,NA,6/14/94,NA,fbs
17630,Lepidotrigla,argyrosoma,"Fowler, 1938",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17631,Lepidotrigla,bentuviai,"Richards & Saksena, 1977",266,9693,demersal,20.93,12,NA,0,5/11/95,160,fbs
17632,Lepidotrigla,bispinosa,"Steindachner, 1898",266,9693,demersal,24.63,16,NA,1,1/9/98,62,fbs
17633,Lepidotrigla,brachyoptera,"Hutton, 1872",266,9693,demersal,27.31,13.94999981,NA,NA,1/23/98,130,fbs
17634,Lepidotrigla,cadmani,"Regan, 1915",266,9693,demersal,34.1,30,NA,1,2/10/92,215,fbs
17635,Lepidotrigla,calodactyla,"Ogilby, 1910",266,9693,demersal,26.64,18,NA,NA,7/29/94,NA,fbs
17636,Lepidotrigla,carolae,"Richards, 1968",266,9693,demersal,26.64,18,NA,1,2/10/92,205,fbs
17637,Lepidotrigla,cavillone,"(Lacepède, 1801",266,9693,demersal,24.53,20,NA,1,10/22/90,240,fbs
17638,Lepidotrigla,deasoni,"Herre & Kauffman, 1952",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17639,Lepidotrigla,dieuzeidei,"Blanc & Hureau, 1973",266,9693,demersal,28.13,20,NA,1,5/14/94,328,fbs
17640,Lepidotrigla,eydouxii,"Sauvage, 1878",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17641,Lepidotrigla,faurei,"Gilchrist & Thompson, 1914",266,9693,demersal,26.64,18,NA,0,4/21/93,112.5,fbs
17642,Lepidotrigla,grandis,"Ogilby, 1910",266,9693,bathydemersal,24.63,16,NA,NA,7/4/94,NA,fbs
17643,Lepidotrigla,guentheri,"Hilgendorf, 1879",266,9693,demersal,28.13,20,NA,NA,8/4/94,175,fbs
17644,Lepidotrigla,hime,"Matsubara & Hiyama, 1932",266,9693,demersal,26.64,18,NA,NA,6/27/96,NA,fbs
17645,Lepidotrigla,japonica,"(Bleeker, 1854",266,9693,demersal,28.13,20,NA,NA,6/6/94,77.5,fbs
17646,Lepidotrigla,jimjoebob,"Richards, 1992",266,9693,demersal,24.45,11.63000011,NA,0,5/12/95,NA,fbs
17647,Lepidotrigla,kanagashira,"Kamohara, 1936",266,9693,demersal,26.64,18,NA,NA,6/27/96,NA,fbs
17648,Lepidotrigla,kishinouyi,"Snyder, 1911",266,9693,demersal,28.13,20,NA,NA,6/27/96,90,fbs
17649,Lepidotrigla,larsoni,"del Cerro & Lloris, 1997",266,9693,bathydemersal,31.16,NA,NA,NA,7/2/02,NA,fbs
17650,Lepidotrigla,lepidojugulata,"Li, 1981",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17651,Lepidotrigla,longifaciata,"Yatou, 1981",266,9693,demersal,28.13,20,NA,NA,6/27/96,NA,fbs
17652,Lepidotrigla,longimana,"Li, 1981",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17653,Lepidotrigla,longipinnis,"Alcock, 1890",266,9693,demersal,29.26,11.69999981,NA,NA,7/2/02,88.5,fbs
17654,Lepidotrigla,macrobrachia,"Fowler, 1938",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17655,Lepidotrigla,marisinensis,"(Fowler, 1938",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17656,Lepidotrigla,microptera,"Günther, 1873",266,9693,demersal,35.14,30,NA,NA,8/4/94,190,fbs
17657,Lepidotrigla,modesta,"Waite, 1899",266,9693,demersal,36.43,22,NA,0,7/30/95,155,fbs
17658,Lepidotrigla,mulhalli,"Macleay, 1884",266,9693,demersal,28.13,20,NA,0,7/30/95,110,fbs
17659,Lepidotrigla,multispinosa,"Smith, 1934",266,9693,bathydemersal,24.63,16,NA,0,4/21/93,282.5,fbs
17660,Lepidotrigla,musorstom,"del Cerro & Lloris, 1997",266,9693,bathydemersal,25.86,12.82999992,NA,NA,1/15/99,295,fbs
17661,Lepidotrigla,nana,"del Cerro & Lloris, 1997",266,9693,bathydemersal,22.08,10.14000034,NA,NA,1/15/99,300,fbs
17662,Lepidotrigla,oglina,"Fowler, 1938",266,9693,bathydemersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17663,Lepidotrigla,omanensis,"Regan, 1905",266,9693,demersal,22.77,13.5,NA,NA,5/11/95,192.5,fbs
17664,Lepidotrigla,papilio,"(Cuvier, 1829",266,9693,demersal,34.39,20,NA,0,7/30/95,NA,fbs
17665,Lepidotrigla,pectoralis,"Fowler, 1938",266,9693,bathydemersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17666,Lepidotrigla,pleuracanthica,"(Richardson, 1845",266,9693,demersal,28.13,20,NA,NA,9/17/03,NA,fbs
17667,Lepidotrigla,psolokerkos,"Gomon & Psomadakis, 2018",266,9693,demersal,10,14.19999981,NA,NA,10/8/20,203,fbs
17668,Lepidotrigla,punctipectoralis,"Fowler, 1938",266,9693,demersal,28.13,20,NA,NA,6/6/94,NA,fbs
17669,Lepidotrigla,robinsi,"Richards, 1997",266,9693,demersal,25.19,12.17000008,NA,NA,12/15/98,128,fbs
17670,Lepidotrigla,russelli,"del Cerro & Lloris, 1995",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17671,Lepidotrigla,sayademalha,"Richards, 1992",266,9693,demersal,22.76,10.36999989,NA,0,5/10/95,82.5,fbs
17672,Lepidotrigla,sereti,"del Cerro & Lloris, 1997",266,9693,bathydemersal,24.92,11.75,NA,0,8/28/98,263,fbs
17673,Lepidotrigla,spiloptera,"Günther, 1880",266,9693,demersal,16.89,10,NA,1,5/31/94,155,fbs
17674,Lepidotrigla,spinosa,"Gomon, 1987",266,9693,demersal,31.16,NA,NA,NA,6/2/00,41.5,fbs
17675,Lepidotrigla,umbrosa,"Ogilby, 1910",266,9693,demersal,31.16,NA,NA,NA,4/26/99,NA,fbs
17676,Lepidotrigla,vanessa,"(Richardson, 1839",266,9693,demersal,41.6,28,NA,0,7/30/95,55,fbs
17677,Lepidotrigla,vaubani,"del Cerro & Lloris, 1997",266,9693,bathydemersal,22.91,10.55000019,NA,NA,1/14/99,NA,fbs
17678,Lepidotrigla,venusta,"Fowler, 1938",266,9693,demersal,31.16,NA,NA,NA,6/2/00,NA,fbs
17679,Lepidozygus,tapeinosoma,"(Bleeker, 1856",350,4129,reef-associated,21.88,10.5,NA,0,6/11/92,15.5,fbs
17697,Lepophidium,aporrhox,"Robins, 1961",186,2827,demersal,25.43,18.89999962,NA,NA,3/4/93,116,fbs
17698,Lepophidium,brevibarbe,"(Cuvier, 1829",186,2827,demersal,33.48,27.29999924,NA,1,3/4/93,60,fbs
17699,Lepophidium,collettei,"Robins, Robins & Brown, 2012",186,2827,demersal,22.54,16.39999962,NA,NA,3/25/13,36.5,fbs
17700,Lepophidium,crossotum,"Robins, Robins & Brown, 2012",186,2827,benthopelagic,23.3,16.79999924,NA,NA,4/2/13,237.5,fbs
17701,Lepophidium,cultratum,"Robins, Robins & Brown, 2012",186,2827,benthopelagic,36.49,30.79999924,NA,NA,4/2/13,210,fbs
17702,Lepophidium,entomelan,"Robins, Robins & Brown, 2012",186,2827,demersal,32.3,25.60000038,NA,NA,3/26/13,247,fbs
17703,Lepophidium,gilmorei,"Robins, Robins & Brown, 2012",186,2827,benthopelagic,23.67,17.20000076,NA,NA,8/1/14,92,fbs
17704,Lepophidium,hubbsi,"Robins & Lea, 1978",186,2827,demersal,28.01,21.70000076,NA,NA,4/8/13,141,fbs
17705,Lepophidium,inca,"Robins & Lea, 1978",186,2827,demersal,26,19.60000038,NA,NA,4/8/13,219,fbs
17706,Lepophidium,jeannae,"Fowler, 1941",186,2827,reef-associated,35.82,29.60000038,NA,NA,5/1/91,152.5,fbs
17707,Lepophidium,kallion,"Robins, 1959",186,2827,bathydemersal,23.11,16.60000038,NA,NA,5/11/00,731.5,fbs
17708,Lepophidium,marmoratum,"(Goode & Bean, 1885",186,2827,bathydemersal,28.74,22.20000076,NA,NA,5/16/00,340,fbs
17709,Lepophidium,microlepis,"(Gilbert, 1890",186,2827,demersal,34.05,41.5,NA,NA,7/12/95,190,fbs
17710,Lepophidium,negropinna,"Hildebrand & Barton, 1949",186,2827,demersal,50.04,52.70000076,NA,1,7/12/95,215,fbs
17711,Lepophidium,pardale,"(Gilbert, 1890",186,2827,demersal,31.09,24.79999924,NA,NA,7/12/95,128,fbs
17712,Lepophidium,pheromystax,"Robins, 1960",186,2827,demersal,33.41,27,NA,NA,3/4/93,96,fbs
17713,Lepophidium,profundorum,"(Gill, 1863",186,2827,demersal,26.33,27,NA,NA,4/22/92,214,fbs
17714,Lepophidium,prorates,"(Jordan & Bollman, 1890",186,2827,demersal,35.79,29.5,NA,NA,7/12/95,47,fbs
17715,Lepophidium,robustum,"Robins, Robins & Brown, 2012",186,2827,benthopelagic,29.28,23,NA,NA,8/1/14,181,fbs
17716,Lepophidium,staurophor,"Robins, 1959",186,2827,bathydemersal,33.48,27.29999924,NA,NA,8/6/94,332.5,fbs
17717,Lepophidium,stigmatistium,"(Gilbert, 1890",186,2827,demersal,31.04,24.60000038,NA,NA,7/12/95,129,fbs
17718,Lepophidium,wileyi,"Robins, Robins & Brown, 2012",186,2827,benthopelagic,27.14,20.89999962,NA,NA,4/2/13,231,fbs
17719,Lepophidium,zophochir,"Robins, Robins & Brown, 2012",186,2827,demersal,30.98,24.29999924,NA,NA,3/25/13,270,fbs
17787,Leptacanthichthys,gracilispinis,"(Regan, 1925",199,6991,bathypelagic,25.63,0.800000012,NA,NA,12/3/99,1000,fbs
17798,Leptagonus,decagonus,"(Bloch & Schneider, 1801",283,3292,demersal,32.5,21,NA,NA,5/1/91,465,fbs
17799,Leptatherina,presbyteroides,"(Richardson, 1843",218,7610,pelagic-neritic,28.32,11,NA,NA,4/22/99,NA,fbs
17801,Leptaulopus,damasi,"(Tanaka, 1915",159,11074,demersal,27.94,31.10000038,NA,NA,5/14/96,300,fbs
17802,Leptaulopus,erythrozonatus,"Gomon, Struthers & Stewart, 2013",159,11074,demersal,23.43,27.39999962,NA,NA,11/18/14,205,fbs
17803,Leptenchelys,vermiformis,"Myers & Wade, 1941",66,4216,demersal,10,11.5,NA,NA,7/11/95,NA,fbs
17831,Leptobrama,muelleri,"Steindachner, 1878",335,2369,benthopelagic,35.75,37.5,NA,NA,6/6/91,NA,fbs
17832,Leptobrotula,breviventralis,"Nielsen, 1986",186,9248,benthopelagic,37.89,32,NA,0,10/7/99,500,fbs
17834,Leptocephalus,bellottii,"D'Ancona, 1928",64,10875,bathypelagic,46.56,NA,NA,NA,9/29/03,NA,fbs
17835,Leptocephalus,giganteus,"Castle, 1959",73,11044,bathydemersal,42.14,NA,NA,NA,9/7/00,NA,fbs
17836,Leptocephalus,ophichthoides,"D'Ancona, 1928",66,10876,pelagic-neritic,46.35,NA,NA,NA,9/29/03,NA,fbs
17838,Leptocharias,smithii,"(Müller & Henle, 1839",489,4908,demersal,33.32,77,NA,1,6/15/92,42.5,fbs
17839,Leptochilichthys,agassizii,"Garman, 1899",86,6629,bathypelagic,27.58,30.79999924,NA,NA,3/7/94,2550,fbs
17840,Leptochilichthys,microlepis,"Machida & Shiogaki, 1988",86,6629,bathydemersal,26.97,30.29999924,NA,NA,5/17/99,NA,fbs
17841,Leptochilichthys,pinguis,"(Vaillant, 1886",86,6629,bathypelagic,19.65,24.29999924,NA,NA,3/7/94,1100,fbs
