internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
158880573,Soleichthys dori,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Soleichthys,dori,,,,,"Randall &amp; Munroe, 2008",
158880751,Soleichthys multifasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Soleichthys,multifasciatus,,,,,"(Kaup, 1858)","Desoutter&#160;<em>et al.</em>&#160;(2001)&#160;considered <em>Soleichthys multifasciatus</em> (Kaup 1858) to be a synonym of <em>Soleichthys heterorhinos </em>(Bleeker 1856), but it has since been considered to be a valid species&#160;(Muchhala and Munroe 2004, Munroe and Menke 2004, Randall and Munroe 2008)."
158880824,Soleichthys nigrostriolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Soleichthys,nigrostriolatus,,,,,"(Steindachner &amp; Kner, 1870)","Li and Wang (1995) considered <em>Soleichthys nigrostriolatus</em>&#160;(Steindachner and Kner 1870) to be a synonym of <em>Soleichthys heterorhinos</em> (Bleeker 1856). More recently, <em>S. nigrostriolatus</em> has been treated as a valid species (Muchhala and Munroe 2004, Munroe and Menke 2004, Randall and Munroe 2008)."
158880956,Soleichthys siammakuti,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Soleichthys,siammakuti,,,,,"Wongratana, 1975",
158881003,Typhlachirus caecus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Typhlachirus,caecus,,,,,"Hardenberg, 1931","This species was originally assigned to the genus <em>Cryptops</em>&#160;(Hardenberg 1931a); however, the genus name <em>Cryptops </em>was preoccupied. The species was subsequently reassigned to the genus&#160;<em>Typhlachirus</em>&#160;by Hardenberg (1931b)."
158881030,Zebrias cochinensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Zebrias,cochinensis,,,,,"Rama-Rao, 1967","<span id=""docs-internal-guid-164d7c8a-7fff-83d1-b04d-349d95116601"">There has been some taxonomic confusion between this species and <em>Zebrias keralensis</em>. These taxonomic issues have not been fully resolved. At present, both nominal species are considered valid (Fricke&#160;<em>et al</em>. 2019)."
158881129,Phyllichthys munroi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Phyllichthys,munroi,,,,,"(Whitley, 1966)","Whitley (1966) described a new sole from Australian waters as <em>Strabozebrias munroi</em>. Subsequently, this species was listed both in the genus <em>Phyllichthys </em>and in the genus <em>Strabozebrias </em>by Hutchins (2001). Munroe (2001), based on morphological and pigmentation features, considered this species as a member of the genus <em>Phyllichthys</em>. Stephens (2011), in an unpublished thesis, also considered <em>Strabozebrias munroi</em> Whitley 1966 as a member of the genus <em>Phyllichthys</em>, based on these morphological and pigmentation features. This decision has not been universally accepted, instead, several authors have recognized this species as a member of <em>Zebrias </em>(e.g. Hoese and Bray 2006, Bray 2017). For the purposes of this assessment, based on the information presented in Munroe (2001) and Stephens (2011), this species is considered a member of <em>Phyllichthys</em>."
158881297,Zebrias zebrinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Zebrias,zebrinus,,,,,"(Temminck &amp; Schlegel, 1846)","Historically, a great deal of confusion has surrounded the species complex comprising&#160;<em>Zebrias zebra</em>&#160;(Bloch 1787)<em>, </em><em>Zebrias zebrinus</em>&#160;(Temminck and Schlegel 1846),&#160;<em>Zebrias ommatura</em>&#160;(Richardson 1846), and&#160;<em>Zebrias fasciatus</em>&#160;(Basilewsky 1855).&#160;<em>Zebrias ommatura</em>&#160;and&#160;<em>Z. fasciatus&#160;</em>have been regarded as junior subjective synonyms for both&#160;<em>Z. zebra</em>&#160;and&#160;<em>Z. zebrinus</em>&#160;by different authors. The more persistent problem involves the taxonomic status of&#160;<em>Z. zebra&#160;</em>(Bloch 1787) and&#160;<em>Z. zebrinus</em>&#160;(Temminck and Schlegel 1847). These have been considered synonymous by some authors (Ochiai 1963, Lindberg and Fedorov 1993, Li and Wang 1995, Kottelat 2013), whereas other authors (Wang&#160;<em>et al</em>. 2014) have regarded both as valid species. The most recent appraisal of these nominal species based on morphology and molecular data (Wang&#160;<em>et al</em>. 2014) concluded that both&#160;<em>Z. zebra&#160;</em>(Bloch 1787) and&#160;<em>Z. zebrinus</em>&#160;(Temminck and Schlegel 1847) are valid, while&#160;<em>Z.&#160;</em><em>ommatura</em>&#160; and&#160;<em>Z. fasciatus</em>&#160;are junior subjective synonyms of&#160;<em>Z. zebrinus</em>. These conclusions are followed herein."
159098975,Chlorophthalmus imperator,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,CHLOROPHTHALMIDAE,Chlorophthalmus,imperator,,,,,"Fujiwara, Wada &amp; Motomura, 2019",
159099200,Sardinella electra,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Sardinella,electra,,,,,"Hata &amp; Motomura, 2019",
