"","db","query","genus","family","order","class"
"3095","ncbi","Eviota winterbottomi","Eviota","Gobiidae","Gobiiformes","Actinopteri"
"3096","ncbi","Tryssogobius colini",NA,NA,NA,NA
"3097","ncbi","Arothron caeruleopunctatus",NA,NA,NA,NA
"3098","ncbi","Takifugu bimaculatus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3099","ncbi","Arothron manilensis","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3100","ncbi","Sphoeroides parvus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3101","ncbi","Torquigener vicinus",NA,NA,NA,NA
"3102","ncbi","Torquigener hypselogeneion","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3103","ncbi","Lagocephalus spadiceus","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3104","ncbi","Canthigaster papua","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3105","ncbi","Takifugu reticularis","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3106","ncbi","Lagocephalus suezensis","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3107","ncbi","Sphoeroides spengleri","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3108","ncbi","Sphoeroides greeleyi","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3109","ncbi","Torquigener pleurogramma","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3110","ncbi","Torquigener andersonae",NA,NA,NA,NA
"3111","ncbi","Pelagocephalus marki","Pelagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3112","ncbi","Canthigaster axiologus","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3113","ncbi","Chilomycterus antennatus","Chilomycterus","Diodontidae","Tetraodontiformes","Actinopteri"
"3114","ncbi","Acanthostracion polygonius","Acanthostracion","Ostraciidae","Tetraodontiformes","Actinopteri"
"3115","ncbi","Acanthostracion quadricornis","Acanthostracion","Ostraciidae","Tetraodontiformes","Actinopteri"
"3116","ncbi","Canthigaster margaritata","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3117","ncbi","Canthigaster bennetti","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3118","ncbi","Takifugu exascurus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3119","ncbi","Torquigener gloerfelti","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3120","ncbi","Tetractenos glaber","Tetractenos","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3121","ncbi","Arothron meleagris","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3122","ncbi","Canthigaster jactator","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3123","ncbi","Lagocephalus lunaris","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3124","ncbi","Takifugu porphyreus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3125","ncbi","Canthigaster compressa","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3126","ncbi","Torquigener paxtoni",NA,NA,NA,NA
"3127","ncbi","Arothron mappa","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3128","ncbi","Torquigener parcuspinus","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3129","ncbi","Canthigaster amboinensis","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3130","ncbi","Omegophora armilla","Omegophora","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3131","ncbi","Feroxodon multistriatus","Feroxodon","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3132","ncbi","Torquigener pallimaculatus","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3133","ncbi","Reicheltia halsteadi","Reicheltia","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3134","ncbi","Marilyna pleurosticta",NA,NA,NA,NA
"3135","ncbi","Canthigaster capistrata",NA,NA,NA,NA
"3136","ncbi","Takifugu pardalis","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3137","ncbi","Canthigaster natalensis","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3138","ncbi","Takifugu chrysops","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3139","ncbi","Canthigaster pygmaea","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3140","ncbi","Sphoeroides tyleri","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3141","ncbi","Arothron hispidus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3142","ncbi","Torquigener flavimaculosus","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3143","ncbi","Torquigener altipinnis","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3144","ncbi","Canthigaster rivulata","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3145","ncbi","Canthigaster callisterna","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3146","ncbi","Canthigaster smithae","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3147","ncbi","Arothron stellatus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3148","ncbi","Arothron reticularis","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3149","ncbi","Lagocephalus inermis","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3150","ncbi","Lagocephalus guentheri","Lagocephalus","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3151","ncbi","Arothron diadematus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3152","ncbi","Canthigaster ocellicincta",NA,NA,NA,NA
"3153","ncbi","Canthigaster jamestyleri",NA,NA,NA,NA
"3154","ncbi","Polyspina piosae","Polyspina","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3155","ncbi","Canthigaster epilampra",NA,NA,NA,NA
"3156","ncbi","Torquigener perlevis",NA,NA,NA,NA
"3157","ncbi","Hollardia hollardi","Hollardia","Triacanthodidae","Tetraodontiformes","Actinopteri"
"3158","ncbi","Canthigaster coronata","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3159","ncbi","Canthigaster supramacula",NA,NA,NA,NA
"3160","ncbi","Ephippion guttifer","Ephippion","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3161","ncbi","Sphoeroides dorsalis","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3162","ncbi","Torquigener squamicauda","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3163","ncbi","Sphoeroides nephelus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3164","ncbi","Canthigaster janthinoptera","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3165","ncbi","Tylerius spinosissimus","Tylerius","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3166","ncbi","Sphoeroides marmoratus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3167","ncbi","Takifugu stictonotus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3168","ncbi","Canthigaster solandri","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3169","ncbi","Takifugu snyderi","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3170","ncbi","Torquigener whitleyi","Torquigener","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3171","ncbi","Tetractenos hamiltoni","Tetractenos","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3172","ncbi","Marilyna darwinii","Marilyna","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3173","ncbi","Javichthys kailolae",NA,NA,NA,NA
"3174","ncbi","Torquigener florealis",NA,NA,NA,NA
"3175","ncbi","Takifugu alboplumbeus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3176","ncbi","Contusus richei",NA,NA,NA,NA
"3177","ncbi","Canthigaster rostrata","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3178","ncbi","Canthigaster valentini","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3179","ncbi","Canthigaster cyanospilota","Canthigaster","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3180","ncbi","Omegophora cyanopunctata","Omegophora","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3181","ncbi","Arothron nigropunctatus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3182","ncbi","Arothron immaculatus","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3183","ncbi","Takifugu oblongus","Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3184","ncbi","Sphoeroides testudineus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3185","ncbi","Chilomycterus antillarum","Chilomycterus","Diodontidae","Tetraodontiformes","Actinopteri"
"3186","ncbi","Canthigaster tyleri",NA,NA,NA,NA
"3187","ncbi","Arothron firmamentum","Arothron","Tetraodontidae","Tetraodontiformes","Actinopteri"
"3188","ncbi","Aphareus furca","Aphareus","Lutjanidae","Lutjaniformes","Actinopteri"
"3189","ncbi","Pristipomoides filamentosus","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3190","ncbi","Lutjanus russellii","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3191","ncbi","Lutjanus lutjanus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3192","ncbi","Lipocheilus carnolabrum","Lipocheilus","Lutjanidae","Lutjaniformes","Actinopteri"
"3193","ncbi","Lutjanus kasmira","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3194","ncbi","Macolor niger","Macolor","Lutjanidae","Lutjaniformes","Actinopteri"
"3195","ncbi","Paracaesio sordida","Paracaesio","Lutjanidae","Lutjaniformes","Actinopteri"
"3196","ncbi","Lutjanus dodecacanthoides","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3197","ncbi","Lutjanus boutton","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3198","ncbi","Lutjanus sebae","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3199","ncbi","Lutjanus malabaricus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3200","ncbi","Symphorus nematophorus","Symphorus","Lutjanidae","Lutjaniformes","Actinopteri"
"3201","ncbi","Macolor macularis","Macolor","Lutjanidae","Lutjaniformes","Actinopteri"
"3202","ncbi","Paracaesio xanthura","Paracaesio","Lutjanidae","Lutjaniformes","Actinopteri"
"3203","ncbi","Etelis radiosus","Etelis","Lutjanidae","Lutjaniformes","Actinopteri"
"3204","ncbi","Pristipomoides auricilla","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3205","ncbi","Lutjanus lemniscatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3206","ncbi","Paracaesio gonzalesi","Paracaesio","Lutjanidae","Lutjaniformes","Actinopteri"
"3207","ncbi","Lutjanus mizenkoi",NA,NA,NA,NA
"3208","ncbi","Lutjanus coeruleolineatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3209","ncbi","Lutjanus rivulatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3210","ncbi","Lutjanus bengalensis","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3211","ncbi","Aphareus rutilans","Aphareus","Lutjanidae","Lutjaniformes","Actinopteri"
"3212","ncbi","Parapristipomoides squamimaxillaris",NA,NA,NA,NA
"3213","ncbi","Lutjanus bohar","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3214","ncbi","Apsilus fuscus","Apsilus","Lutjanidae","Lutjaniformes","Actinopteri"
"3215","ncbi","Pristipomoides sieboldii","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3216","ncbi","Lutjanus lunulatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3217","ncbi","Pristipomoides argyrogrammicus","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3218","ncbi","Lutjanus madras","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3219","ncbi","Lutjanus fulviflamma","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3220","ncbi","Pristipomoides zonatus","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3221","ncbi","Pinjalo lewisi","Pinjalo","Lutjanidae","Lutjaniformes","Actinopteri"
"3222","ncbi","Lutjanus vitta","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3223","ncbi","Lutjanus guilcheri",NA,NA,NA,NA
"3224","ncbi","Lutjanus monostigma","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3225","ncbi","Lutjanus fulvus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3226","ncbi","Aprion virescens","Aprion","Lutjanidae","Lutjaniformes","Actinopteri"
"3227","ncbi","Paracaesio stonei","Paracaesio","Lutjanidae","Lutjaniformes","Actinopteri"
"3228","ncbi","Etelis coruscans","Etelis","Lutjanidae","Lutjaniformes","Actinopteri"
"3229","ncbi","Pristipomoides typus","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3230","ncbi","Lutjanus carponotatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3231","ncbi","Lutjanus gibbus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3232","ncbi","Lutjanus rufolineatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3233","ncbi","Pristipomoides multidens","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3234","ncbi","Lutjanus fulgens","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3235","ncbi","Paracaesio kusakarii","Paracaesio","Lutjanidae","Lutjaniformes","Actinopteri"
"3236","ncbi","Lutjanus sanguineus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3237","ncbi","Lutjanus biguttatus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3238","ncbi","Lutjanus semicinctus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3239","ncbi","Lutjanus adetii","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3240","ncbi","Randallichthys filamentosus","Randallichthys","Lutjanidae","Lutjaniformes","Actinopteri"
"3241","ncbi","Pristipomoides flavipinnis","Pristipomoides","Lutjanidae","Lutjaniformes","Actinopteri"
"3242","ncbi","Symphorichthys spilurus","Symphorichthys","Lutjanidae","Lutjaniformes","Actinopteri"
"3243","ncbi","Pinjalo pinjalo","Pinjalo","Lutjanidae","Lutjaniformes","Actinopteri"
"3244","ncbi","Lutjanus vivanus","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3245","ncbi","Lutjanus ehrenbergii","Lutjanus","Lutjanidae","Lutjaniformes","Actinopteri"
"3246","ncbi","Anisotremus virginicus","Anisotremus","Haemulidae","Lutjaniformes","Actinopteri"
"3247","ncbi","Haemulon flavolineatum","Haemulon","Haemulidae","Lutjaniformes","Actinopteri"
"3248","ncbi","Haemulon sciurus","Haemulon","Haemulidae","Lutjaniformes","Actinopteri"
"3249","ncbi","Parapristipoma humile",NA,NA,NA,NA
"3250","ncbi","Parapristipoma octolineatum","Parapristipoma","Haemulidae","Lutjaniformes","Actinopteri"
"3251","ncbi","Plectorhinchus macrolepis","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"3252","ncbi","Plectorhinchus schotaf","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"3253","ncbi","Plectorhinchus sordidus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"3254","ncbi","Pomadasys jubelini",NA,NA,NA,NA
"3255","ncbi","Pomadasys olivaceus","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"3256","ncbi","Pomadasys perotaei","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"3257","ncbi","Pomadasys rogerii",NA,NA,NA,NA
"3258","ncbi","Pomadasys striatus","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"3259","ncbi","Starksia atlantica","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3260","ncbi","Starksia sangreyae","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3261","ncbi","Starksia lepicoelia","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3262","ncbi","Starksia weigti","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3263","ncbi","Starksia robertsoni","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3264","ncbi","Starksia sluiteri","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3265","ncbi","Starksia greenfieldi","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3266","ncbi","Starksia langi","Starksia","Labrisomidae","Blenniiformes","Actinopteri"
"3267","ncbi","Chlopsis bicolor","Chlopsis","Chlopsidae","Anguilliformes","Actinopteri"
"3268","ncbi","Ariosoma balearicum","Ariosoma","Congridae","Anguilliformes","Actinopteri"
"3269","ncbi","Conger conger","Conger","Congridae","Anguilliformes","Actinopteri"
"3270","ncbi","Gymnothorax unicolor","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3271","ncbi","Muraena helena","Muraena","Muraenidae","Anguilliformes","Actinopteri"
"3272","ncbi","Apterichtus anguiformis",NA,NA,NA,NA
"3273","ncbi","Apterichtus caecus",NA,NA,NA,NA
"3274","ncbi","Echelus myrus","Echelus","Ophichthidae","Anguilliformes","Actinopteri"
"3275","ncbi","Ophisurus serpens","Ophisurus","Ophichthidae","Anguilliformes","Actinopteri"
"3276","ncbi","Dysomma brevirostre",NA,NA,NA,NA
"3277","ncbi","Cottoperca trigloides","Cottoperca","Bovichtidae","Perciformes","Actinopteri"
"3278","ncbi","Congiopodus peruvianus","Congiopodus","Congiopodidae","Perciformes","Actinopteri"
"3279","ncbi","Sebastes oculatus","Sebastes","Sebastidae","Perciformes","Actinopteri"
"3280","ncbi","Squalus suckleyi","Squalus","Squalidae","Squaliformes","Chondrichthyes"
"3281","ncbi","Chilorhinus suensonii","Chilorhinus","Chlopsidae","Anguilliformes","Actinopteri"
"3282","ncbi","Chlopsis olokun",NA,NA,NA,NA
"3283","ncbi","Kaupichthys hyoproroides","Kaupichthys","Chlopsidae","Anguilliformes","Actinopteri"
"3284","ncbi","Panturichthys isognathus",NA,NA,NA,NA
"3285","ncbi","Panturichthys longus",NA,NA,NA,NA
"3286","ncbi","Panturichthys mauritanicus",NA,NA,NA,NA
"3287","ncbi","Pythonichthys sanguineus","Pythonichthys","Heterenchelyidae","Anguilliformes","Actinopteri"
"3288","ncbi","Anarchias allardicei",NA,NA,NA,NA
"3289","ncbi","Anarchias cantonensis",NA,NA,NA,NA
"3290","ncbi","Anarchias leucurus",NA,NA,NA,NA
"3291","ncbi","Anarchias longicauda",NA,NA,NA,NA
"3292","ncbi","Anarchias seychellensis","Anarchias","Muraenidae","Anguilliformes","Actinopteri"
"3293","ncbi","Anarchias similis","Anarchias","Muraenidae","Anguilliformes","Actinopteri"
"3294","ncbi","Echidna amblyodon",NA,NA,NA,NA
"3295","ncbi","Echidna catenata","Echidna","Muraenidae","Anguilliformes","Actinopteri"
"3296","ncbi","Echidna leucotaenia","Echidna","Muraenidae","Anguilliformes","Actinopteri"
"3297","ncbi","Echidna nebulosa","Echidna","Muraenidae","Anguilliformes","Actinopteri"
"3298","ncbi","Echidna peli",NA,NA,NA,NA
"3299","ncbi","Echidna unicolor","Echidna","Muraenidae","Anguilliformes","Actinopteri"
"3300","ncbi","Enchelycore anatina","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3301","ncbi","Enchelycore bayeri","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3302","ncbi","Enchelycore bikiniensis",NA,NA,NA,NA
"3303","ncbi","Enchelycore carychroa","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3304","ncbi","Enchelycore kamara","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3305","ncbi","Enchelycore lichenosa","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3306","ncbi","Enchelycore nigricans","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3307","ncbi","Enchelycore pardalis","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3308","ncbi","Enchelycore ramosa","Enchelycore","Muraenidae","Anguilliformes","Actinopteri"
"3309","ncbi","Gymnomuraena zebra","Gymnomuraena","Muraenidae","Anguilliformes","Actinopteri"
"3310","ncbi","Gymnothorax afer","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3311","ncbi","Gymnothorax albimarginatus","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3312","ncbi","Gymnothorax annasona",NA,NA,NA,NA
"3313","ncbi","Gymnothorax australicola","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3314","ncbi","Gymnothorax baranesi",NA,NA,NA,NA
"3315","ncbi","Gymnothorax bathyphilus",NA,NA,NA,NA
"3316","ncbi","Gymnothorax berndti","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3317","ncbi","Gymnothorax breedeni","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3318","ncbi","Gymnothorax castlei",NA,NA,NA,NA
"3319","ncbi","Gymnothorax cephalospilus",NA,NA,NA,NA
"3320","ncbi","Gymnothorax chilospilus","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3321","ncbi","Gymnothorax chlamydatus",NA,NA,NA,NA
"3322","ncbi","Gymnothorax conspersus",NA,NA,NA,NA
"3323","ncbi","Gymnothorax cribroris","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3324","ncbi","Strophidon dorsalis","Strophidon","Muraenidae","Anguilliformes","Actinopteri"
"3325","ncbi","Gymnothorax elegans","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3326","ncbi","Gymnothorax enigmaticus","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3327","ncbi","Gymnothorax eurostus","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
"3328","ncbi","Gymnothorax favagineus","Gymnothorax","Muraenidae","Anguilliformes","Actinopteri"
