"","db","query","class","order","family","genus"
"8344","itis","Remora remora","Teleostei","Perciformes","Echeneidae","Remora"
"8345","itis","Cubiceps gracilis","Teleostei","Perciformes","Nomeidae","Cubiceps"
"8346","itis","Sillago sihama","Teleostei","Perciformes","Sillaginidae","Sillago"
"8347","itis","Synodus synodus","Teleostei","Aulopiformes","Synodontidae","Synodus"
"8348","itis","Aluterus monoceros","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus"
"8349","itis","Aluterus schoepfii","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus"
"8350","itis","Antennarius striatus","Teleostei","Lophiiformes","Antennariidae","Antennarius"
"8351","itis","Antigonia capros","Teleostei","Zeiformes","Caproidae","Antigonia"
"8352","itis","Ariomma regulus","Teleostei","Perciformes","Ariommatidae","Ariomma"
"8353","itis","Cantherhines pullus","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8354","itis","Caranx lugubris","Teleostei","Perciformes","Carangidae","Caranx"
"8355","itis","Chloroscombrus chrysurus","Teleostei","Perciformes","Carangidae","Chloroscombrus"
"8356","itis","Decapterus punctatus","Teleostei","Perciformes","Carangidae","Decapterus"
"8357","itis","Saurida normani","Teleostei","Aulopiformes","Synodontidae","Saurida"
"8358","itis","Myripristis jacobus","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8359","itis","Sargocentron bullisi","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8360","itis","Uraspis secunda","Teleostei","Perciformes","Carangidae","Uraspis"
"8361","itis","Haemulon vittatum",NA,NA,NA,NA
"8362","itis","Psenes cyanophrys","Teleostei","Perciformes","Nomeidae","Psenes"
"8363","itis","Psenes pellucidus","Teleostei","Perciformes","Nomeidae","Psenes"
"8364","itis","Heteropriacanthus cruentatus","Teleostei","Perciformes","Priacanthidae","Heteropriacanthus"
"8365","itis","Fistularia petimba","Teleostei","Gasterosteiformes","Fistulariidae","Fistularia"
"8366","itis","Monacanthus ciliatus","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus"
"8367","itis","Monacanthus tuckeri","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus"
"8368","itis","Stephanolepis hispidus","Teleostei","Tetraodontiformes","Monacanthidae","Stephanolepis"
"8369","itis","Sargocentron praslin","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8370","itis","Sargocentron rubrum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8371","itis","Alepes djedaba","Teleostei","Perciformes","Carangidae","Alepes"
"8372","itis","Selar boops","Teleostei","Perciformes","Carangidae","Selar"
"8373","itis","Upeneus moluccensis","Teleostei","Perciformes","Mullidae","Upeneus"
"8374","itis","Fistularia commersonii","Teleostei","Gasterosteiformes","Fistulariidae","Fistularia"
"8375","itis","Alectis indica",NA,NA,NA,NA
"8376","itis","Alepes apercna","Teleostei","Perciformes","Carangidae","Alepes"
"8377","itis","Alepes kleinii","Teleostei","Perciformes","Carangidae","Alepes"
"8378","itis","Atule mate","Teleostei","Perciformes","Carangidae","Atule"
"8379","itis","Carangoides chrysophrys","Teleostei","Perciformes","Carangidae","Carangoides"
"8380","itis","Carangoides coeruleopinnatus","Teleostei","Perciformes","Carangidae","Carangoides"
"8381","itis","Carangoides dinema","Teleostei","Perciformes","Carangidae","Carangoides"
"8382","itis","Carangoides equula","Teleostei","Perciformes","Carangidae","Carangoides"
"8383","itis","Carangoides ferdau","Teleostei","Perciformes","Carangidae","Carangoides"
"8384","itis","Carangoides fulvoguttatus","Teleostei","Perciformes","Carangidae","Carangoides"
"8385","itis","Carangoides gymnostethus","Teleostei","Perciformes","Carangidae","Carangoides"
"8386","itis","Carangoides hedlandensis","Teleostei","Perciformes","Carangidae","Carangoides"
"8387","itis","Carangoides humerosus","Teleostei","Perciformes","Carangidae","Carangoides"
"8388","itis","Carangoides malabaricus","Teleostei","Perciformes","Carangidae","Carangoides"
"8389","itis","Carangoides oblongus","Teleostei","Perciformes","Carangidae","Carangoides"
"8390","itis","Carangoides orthogrammus","Teleostei","Perciformes","Carangidae","Carangoides"
"8391","itis","Carangoides plagiotaenia","Teleostei","Perciformes","Carangidae","Carangoides"
"8392","itis","Carangoides talamparoides","Teleostei","Perciformes","Carangidae","Carangoides"
"8393","itis","Caranx heberi","Teleostei","Perciformes","Carangidae","Caranx"
"8394","itis","Caranx ignobilis","Teleostei","Perciformes","Carangidae","Caranx"
"8395","itis","Caranx melampygus","Teleostei","Perciformes","Carangidae","Caranx"
"8396","itis","Caranx papuensis","Teleostei","Perciformes","Carangidae","Caranx"
"8397","itis","Caranx tille","Teleostei","Perciformes","Carangidae","Caranx"
"8398","itis","Decapterus macrosoma","Teleostei","Perciformes","Carangidae","Decapterus"
"8399","itis","Gnathanodon speciosus","Teleostei","Perciformes","Carangidae","Gnathanodon"
"8400","itis","Megalaspis cordyla","Teleostei","Perciformes","Carangidae","Megalaspis"
"8401","itis","Pantolabus radiatus","Teleostei","Perciformes","Carangidae","Pantolabus"
"8402","itis","Scomberoides commersonnianus","Teleostei","Perciformes","Carangidae","Scomberoides"
"8403","itis","Scomberoides lysan","Teleostei","Perciformes","Carangidae","Scomberoides"
"8404","itis","Scomberoides tala","Teleostei","Perciformes","Carangidae","Scomberoides"
"8405","itis","Scomberoides tol","Teleostei","Perciformes","Carangidae","Scomberoides"
"8406","itis","Selaroides leptolepis","Teleostei","Perciformes","Carangidae","Selaroides"
"8407","itis","Seriola hippos","Teleostei","Perciformes","Carangidae","Seriola"
"8408","itis","Seriola quinqueradiata","Teleostei","Perciformes","Carangidae","Seriola"
"8409","itis","Seriolina nigrofasciata","Teleostei","Perciformes","Carangidae","Seriolina"
"8410","itis","Trachinotus baillonii","Teleostei","Perciformes","Carangidae","Trachinotus"
"8411","itis","Trachinotus blochii","Teleostei","Perciformes","Carangidae","Trachinotus"
"8412","itis","Trachinotus coppingeri","Teleostei","Perciformes","Carangidae","Trachinotus"
"8413","itis","Parasudis truculenta","Teleostei","Aulopiformes","Chlorophthalmidae","Parasudis"
"8414","itis","Kryptophanaron alfredi","Teleostei","Beryciformes","Anomalopidae","Kryptophanaron"
"8415","itis","Sphyraena borealis","Teleostei","Perciformes","Sphyraenidae","Sphyraena"
"8416","itis","Carangoides bajad","Teleostei","Perciformes","Carangidae","Carangoides"
"8417","itis","Ulua mentalis","Teleostei","Perciformes","Carangidae","Ulua"
"8418","itis","Uraspis uraspis","Teleostei","Perciformes","Carangidae","Uraspis"
"8419","itis","Gerres longirostris","Teleostei","Perciformes","Gerreidae","Gerres"
"8420","itis","Kyphosus cinerascens","Teleostei","Perciformes","Kyphosidae","Kyphosus"
"8421","itis","Parupeneus heptacanthus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8422","itis","Parupeneus macronemus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8423","itis","Upeneus sundaicus","Teleostei","Perciformes","Mullidae","Upeneus"
"8424","itis","Upeneus tragula","Teleostei","Perciformes","Mullidae","Upeneus"
"8425","itis","Siganus canaliculatus","Teleostei","Perciformes","Siganidae","Siganus"
"8426","itis","Siganus javus","Teleostei","Perciformes","Siganidae","Siganus"
"8427","itis","Micrognathus andersonii","Teleostei","Gasterosteiformes","Syngnathidae","Micrognathus"
"8428","itis","Acanthurus tractus","Teleostei","Perciformes","Acanthuridae","Acanthurus"
"8429","itis","Urophycis earllii","Teleostei","Gadiformes","Gadidae","Urophycis"
"8430","itis","Urophycis floridana","Teleostei","Gadiformes","Gadidae","Urophycis"
"8431","itis","Urophycis regia","Teleostei","Gadiformes","Gadidae","Urophycis"
"8432","itis","Pentaprion longimanus","Teleostei","Perciformes","Gerreidae","Pentaprion"
"8433","itis","Mulloidichthys flavolineatus","Teleostei","Perciformes","Mullidae","Mulloidichthys"
"8434","itis","Upeneus sulphureus","Teleostei","Perciformes","Mullidae","Upeneus"
"8435","itis","Upeneus vittatus","Teleostei","Perciformes","Mullidae","Upeneus"
"8436","itis","Paramonacanthus choirocephalus","Teleostei","Tetraodontiformes","Monacanthidae","Paramonacanthus"
"8437","itis","Kyphosus bigibbus","Teleostei","Perciformes","Kyphosidae","Kyphosus"
"8438","itis","Aulorhynchus flavidus","Teleostei","Gasterosteiformes","Aulorhynchidae","Aulorhynchus"
"8439","itis","Solenostomus armatus","Teleostei","Gasterosteiformes","Solenostomidae","Solenostomus"
"8440","itis","Solenostomus cyanopterus","Teleostei","Gasterosteiformes","Solenostomidae","Solenostomus"
"8441","itis","Solenostomus paradoxus","Teleostei","Gasterosteiformes","Solenostomidae","Solenostomus"
"8442","itis","Acentronura gracilissima","Teleostei","Gasterosteiformes","Syngnathidae","Acentronura"
"8443","itis","Bhanotia fasciolata","Teleostei","Gasterosteiformes","Syngnathidae","Bhanotia"
"8444","itis","Bulbonaricus brauni","Teleostei","Gasterosteiformes","Syngnathidae","Bulbonaricus"
"8445","itis","Bulbonaricus davaoensis","Teleostei","Gasterosteiformes","Syngnathidae","Bulbonaricus"
"8446","itis","Campichthys galei","Teleostei","Gasterosteiformes","Syngnathidae","Campichthys"
"8447","itis","Choeroichthys cinctus","Teleostei","Gasterosteiformes","Syngnathidae","Choeroichthys"
"8448","itis","Choeroichthys sculptus","Teleostei","Gasterosteiformes","Syngnathidae","Choeroichthys"
"8449","itis","Choeroichthys smithi","Teleostei","Gasterosteiformes","Syngnathidae","Choeroichthys"
"8450","itis","Choeroichthys suillus","Teleostei","Gasterosteiformes","Syngnathidae","Choeroichthys"
"8451","itis","Corythoichthys insularis","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8452","itis","Corythoichthys intestinalis","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8453","itis","Corythoichthys nigripectus","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8454","itis","Corythoichthys ocellatus","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8455","itis","Corythoichthys paxtoni","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8456","itis","Corythoichthys schultzi","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8457","itis","Corythoichthys polynotatus","Teleostei","Gasterosteiformes","Syngnathidae","Corythoichthys"
"8458","itis","Cosmocampus banneri","Teleostei","Gasterosteiformes","Syngnathidae","Cosmocampus"
"8459","itis","Cosmocampus darrosanus","Teleostei","Gasterosteiformes","Syngnathidae","Cosmocampus"
"8460","itis","Doryrhamphus japonicus","Teleostei","Gasterosteiformes","Syngnathidae","Doryrhamphus"
"8461","itis","Doryrhamphus negrosensis","Teleostei","Gasterosteiformes","Syngnathidae","Doryrhamphus"
"8462","itis","Dunckerocampus baldwini","Teleostei","Gasterosteiformes","Syngnathidae","Dunckerocampus"
"8463","itis","Dunckerocampus boylei",NA,NA,NA,NA
"8464","itis","Dunckerocampus multiannulatus",NA,NA,NA,NA
"8465","itis","Dunckerocampus pessuliferus","Teleostei","Gasterosteiformes","Syngnathidae","Dunckerocampus"
"8466","itis","Halicampus macrorhynchus","Teleostei","Gasterosteiformes","Syngnathidae","Halicampus"
"8467","itis","Halicampus marquesensis","Teleostei","Gasterosteiformes","Syngnathidae","Halicampus"
"8468","itis","Halicampus mataafae","Teleostei","Gasterosteiformes","Syngnathidae","Halicampus"
"8469","itis","Halicampus nitidus","Teleostei","Gasterosteiformes","Syngnathidae","Halicampus"
"8470","itis","Heraldia nocturna","Teleostei","Gasterosteiformes","Syngnathidae","Heraldia"
"8471","itis","Kaupus costatus","Teleostei","Gasterosteiformes","Syngnathidae","Kaupus"
"8472","itis","Leptoichthys fistularius","Teleostei","Gasterosteiformes","Syngnathidae","Leptoichthys"
"8473","itis","Leptonotus blainvilleanus","Teleostei","Gasterosteiformes","Syngnathidae","Leptonotus"
"8474","itis","Leptonotus elevatus","Teleostei","Gasterosteiformes","Syngnathidae","Leptonotus"
"8475","itis","Leptonotus norae","Teleostei","Gasterosteiformes","Syngnathidae","Leptonotus"
"8476","itis","Lissocampus bannwarthi","Teleostei","Gasterosteiformes","Syngnathidae","Lissocampus"
"8477","itis","Lissocampus runa","Teleostei","Gasterosteiformes","Syngnathidae","Lissocampus"
"8478","itis","Micrognathus brevirostris","Teleostei","Gasterosteiformes","Syngnathidae","Micrognathus"
"8479","itis","Micrognathus micronotopterus","Teleostei","Gasterosteiformes","Syngnathidae","Micrognathus"
"8480","itis","Micrognathus natans","Teleostei","Gasterosteiformes","Syngnathidae","Micrognathus"
"8481","itis","Minyichthys myersi","Teleostei","Gasterosteiformes","Syngnathidae","Minyichthys"
"8482","itis","Mitotichthys mollisoni","Teleostei","Gasterosteiformes","Syngnathidae","Mitotichthys"
"8483","itis","Mitotichthys semistriatus","Teleostei","Gasterosteiformes","Syngnathidae","Mitotichthys"
"8484","itis","Mitotichthys tuckeri","Teleostei","Gasterosteiformes","Syngnathidae","Mitotichthys"
"8485","itis","Nannocampus pictus","Teleostei","Gasterosteiformes","Syngnathidae","Nannocampus"
"8486","itis","Nannocampus subosseus","Teleostei","Gasterosteiformes","Syngnathidae","Nannocampus"
"8487","itis","Notiocampus ruber","Teleostei","Gasterosteiformes","Syngnathidae","Notiocampus"
"8488","itis","Penetopteryx taeniocephalus","Teleostei","Gasterosteiformes","Syngnathidae","Penetopteryx"
"8489","itis","Urocampus carinirostris","Teleostei","Gasterosteiformes","Syngnathidae","Urocampus"
"8490","itis","Myripristis adusta","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8491","itis","Myripristis amaena","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8492","itis","Myripristis berndti","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8493","itis","Myripristis botche","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8494","itis","Myripristis chryseres","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8495","itis","Myripristis earlei",NA,NA,NA,NA
"8496","itis","Myripristis hexagona","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8497","itis","Myripristis kuntee","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8498","itis","Myripristis murdjan","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8499","itis","Myripristis randalli","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8500","itis","Myripristis violacea","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8501","itis","Myripristis vittata","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8502","itis","Myripristis woodsi","Teleostei","Beryciformes","Holocentridae","Myripristis"
"8503","itis","Neoniphon argenteus","Teleostei","Beryciformes","Holocentridae","Neoniphon"
"8504","itis","Neoniphon aurolineatus","Teleostei","Beryciformes","Holocentridae","Neoniphon"
"8505","itis","Neoniphon opercularis","Teleostei","Beryciformes","Holocentridae","Neoniphon"
"8506","itis","Neoniphon sammara","Teleostei","Beryciformes","Holocentridae","Neoniphon"
"8507","itis","Ostichthys archiepiscopus","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"8508","itis","Ostichthys kaianus","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"8509","itis","Ostichthys japonicus","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"8510","itis","Ostichthys sandix","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"8511","itis","Plectrypops lima","Teleostei","Beryciformes","Holocentridae","Plectrypops"
"8512","itis","Pristilepis oligolepis","Teleostei","Beryciformes","Holocentridae","Pristilepis"
"8513","itis","Sargocentron caudimaculatum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8514","itis","Sargocentron cornutum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8515","itis","Sargocentron diadema","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8516","itis","Sargocentron dorsomaculatum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8517","itis","Sargocentron ensifer","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8518","itis","Sargocentron hormion","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8519","itis","Sargocentron iota","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8520","itis","Sargocentron ittodai","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8521","itis","Sargocentron lepros","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8522","itis","Sargocentron melanospilos","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8523","itis","Sargocentron microstoma","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8524","itis","Sargocentron punctatissimum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8525","itis","Sargocentron spiniferum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8526","itis","Sargocentron spinosissimum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8527","itis","Sargocentron tiere","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8528","itis","Sargocentron tiereoides","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8529","itis","Sargocentron violaceum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8530","itis","Sargocentron xantherythrum","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"8531","itis","Alabes parvula",NA,NA,NA,NA
"8532","itis","Diademichthys lineatus","Teleostei","Perciformes","Gobiesocidae","Diademichthys"
"8533","itis","Discotrema crinophilum",NA,NA,NA,NA
"8534","itis","Discotrema monogrammum",NA,NA,NA,NA
"8535","itis","Lepadichthys bolini","Teleostei","Perciformes","Gobiesocidae","Lepadichthys"
"8536","itis","Lepadichthys caritus","Teleostei","Perciformes","Gobiesocidae","Lepadichthys"
"8537","itis","Lepadichthys frenatus","Teleostei","Perciformes","Gobiesocidae","Lepadichthys"
"8538","itis","Lepadichthys minor","Teleostei","Perciformes","Gobiesocidae","Lepadichthys"
"8539","itis","Pherallodus indicus","Teleostei","Perciformes","Gobiesocidae","Pherallodus"
"8540","itis","Ulua aurochs","Teleostei","Perciformes","Carangidae","Ulua"
"8541","itis","Amblycirrhitus bimacula","Teleostei","Perciformes","Cirrhitidae","Amblycirrhitus"
"8542","itis","Cirrhitops hubbardi","Teleostei","Perciformes","Cirrhitidae","Cirrhitops"
"8543","itis","Amblycirrhitus unimacula","Teleostei","Perciformes","Cirrhitidae","Amblycirrhitus"
"8544","itis","Itycirrhitus wilhelmi","Teleostei","Perciformes","Cirrhitidae","Itycirrhitus"
"8545","itis","Cirrhitichthys aprinus","Teleostei","Perciformes","Cirrhitidae","Cirrhitichthys"
"8546","itis","Cirrhitichthys falco","Teleostei","Perciformes","Cirrhitidae","Cirrhitichthys"
"8547","itis","Cirrhitichthys oxycephalus","Teleostei","Perciformes","Cirrhitidae","Cirrhitichthys"
"8548","itis","Cirrhitops fasciatus","Teleostei","Perciformes","Cirrhitidae","Cirrhitops"
"8549","itis","Cirrhitus pinnulatus","Teleostei","Perciformes","Cirrhitidae","Cirrhitus"
"8550","itis","Cyprinocirrhites polyactis","Teleostei","Perciformes","Cirrhitidae","Cyprinocirrhites"
"8551","itis","Neocirrhites armatus","Teleostei","Perciformes","Cirrhitidae","Neocirrhites"
"8552","itis","Notocirrhitus splendens","Teleostei","Perciformes","Cirrhitidae","Notocirrhitus"
"8553","itis","Oxycirrhites typus","Teleostei","Perciformes","Cirrhitidae","Oxycirrhites"
"8554","itis","Paracirrhites arcatus","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"8555","itis","Paracirrhites forsteri","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"8556","itis","Paracirrhites hemistictus","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"8557","itis","Paracirrhites nisus","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"8558","itis","Paracirrhites xanthus","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"8559","itis","Crystallodytes cookei","Teleostei","Perciformes","Creediidae","Crystallodytes"
"8560","itis","Crystallodytes enderburyensis",NA,NA,NA,NA
"8561","itis","Limnichthys fasciatus","Teleostei","Perciformes","Creediidae","Limnichthys"
"8562","itis","Limnichthys nitidus","Teleostei","Perciformes","Creediidae","Limnichthys"
"8563","itis","Gerres erythrourus","Teleostei","Perciformes","Gerreidae","Gerres"
"8564","itis","Gerres oblongus","Teleostei","Perciformes","Gerreidae","Gerres"
"8565","itis","Gerres subfasciatus","Teleostei","Perciformes","Gerreidae","Gerres"
"8566","itis","Lutjanus timoriensis",NA,NA,NA,NA
"8567","itis","Mulloidichthys mimicus","Teleostei","Perciformes","Mullidae","Mulloidichthys"
"8568","itis","Mulloidichthys pfluegeri","Teleostei","Perciformes","Mullidae","Mulloidichthys"
"8569","itis","Mulloidichthys vanicolensis","Teleostei","Perciformes","Mullidae","Mulloidichthys"
"8570","itis","Parupeneus barberinoides","Teleostei","Perciformes","Mullidae","Parupeneus"
"8571","itis","Parupeneus barberinus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8572","itis","Parupeneus chrysonemus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8573","itis","Parupeneus ciliatus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8574","itis","Parupeneus cyclostomus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8575","itis","Parupeneus insularis","Teleostei","Perciformes","Mullidae","Parupeneus"
"8576","itis","Parupeneus indicus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8577","itis","Parupeneus jansenii","Teleostei","Perciformes","Mullidae","Parupeneus"
"8578","itis","Parupeneus louise",NA,NA,NA,NA
"8579","itis","Parupeneus pleurostigma","Teleostei","Perciformes","Mullidae","Parupeneus"
"8580","itis","Parupeneus spilurus","Teleostei","Perciformes","Mullidae","Parupeneus"
"8581","itis","Upeneichthys lineatus","Teleostei","Perciformes","Mullidae","Upeneichthys"
"8582","itis","Upeneus australiae","Teleostei","Perciformes","Mullidae","Upeneus"
"8583","itis","Upeneus francisi","Teleostei","Perciformes","Mullidae","Upeneus"
"8584","itis","Upeneus taeniopterus","Teleostei","Perciformes","Mullidae","Upeneus"
"8585","itis","Opistognathus solorensis","Teleostei","Perciformes","Opistognathidae","Opistognathus"
"8586","itis","Opistognathus variabilis",NA,NA,NA,NA
"8587","itis","Stalix histrio","Teleostei","Perciformes","Opistognathidae","Stalix"
"8588","itis","Amsichthys knighti","Teleostei","Perciformes","Pseudochromidae","Amsichthys"
"8589","itis","Cypho purpurascens","Teleostei","Perciformes","Pseudochromidae","Cypho"
"8590","itis","Lubbockichthys multisquamatus","Teleostei","Perciformes","Pseudochromidae","Lubbockichthys"
"8591","itis","Ogilbyina salvati","Teleostei","Perciformes","Pseudochromidae","Ogilbyina"
"8592","itis","Pictichromis paccagnellae",NA,NA,NA,NA
"8593","itis","Pictichromis porphyrea",NA,NA,NA,NA
"8594","itis","Pseudochromis bitaeniatus","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8595","itis","Pseudochromis cyanotaenia","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8596","itis","Pseudochromis fuscus","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8597","itis","Pseudochromis jamesi","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8598","itis","Pseudochromis marshallensis","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8599","itis","Pseudochromis melanurus",NA,NA,NA,NA
"8600","itis","Pseudochromis tapeinosoma","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"8601","itis","Pseudoplesiops annae","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8602","itis","Pseudoplesiops howensis","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8603","itis","Pseudoplesiops revellei","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8604","itis","Pseudoplesiops rosae","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8605","itis","Pseudoplesiops typus","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8606","itis","Pseudoplesiops wassi","Teleostei","Perciformes","Pseudochromidae","Pseudoplesiops"
"8607","itis","Siganus argenteus","Teleostei","Perciformes","Siganidae","Siganus"
"8608","itis","Siganus corallinus","Teleostei","Perciformes","Siganidae","Siganus"
"8609","itis","Siganus doliatus","Teleostei","Perciformes","Siganidae","Siganus"
"8610","itis","Siganus fuscescens","Teleostei","Perciformes","Siganidae","Siganus"
"8611","itis","Siganus guttatus","Teleostei","Perciformes","Siganidae","Siganus"
"8612","itis","Siganus lineatus","Teleostei","Perciformes","Siganidae","Siganus"
"8613","itis","Siganus puellus","Teleostei","Perciformes","Siganidae","Siganus"
"8614","itis","Siganus punctatissimus","Teleostei","Perciformes","Siganidae","Siganus"
"8615","itis","Siganus punctatus","Teleostei","Perciformes","Siganidae","Siganus"
"8616","itis","Siganus randalli","Teleostei","Perciformes","Siganidae","Siganus"
"8617","itis","Siganus spinus","Teleostei","Perciformes","Siganidae","Siganus"
"8618","itis","Siganus vulpinus","Teleostei","Perciformes","Siganidae","Siganus"
"8619","itis","Siganus woodlandi","Teleostei","Perciformes","Siganidae","Siganus"
"8620","itis","Sillago ciliata","Teleostei","Perciformes","Sillaginidae","Sillago"
"8621","itis","Trichonotus elegans","Teleostei","Perciformes","Trichonotidae","Trichonotus"
"8622","itis","Trichonotus filamentosus","Teleostei","Perciformes","Trichonotidae","Trichonotus"
"8623","itis","Trichonotus setiger",NA,NA,NA,NA
"8624","itis","Acreichthys radiatus","Teleostei","Tetraodontiformes","Monacanthidae","Acreichthys"
"8625","itis","Acreichthys tomentosus","Teleostei","Tetraodontiformes","Monacanthidae","Acreichthys"
"8626","itis","Amanses scopas","Teleostei","Tetraodontiformes","Monacanthidae","Amanses"
"8627","itis","Brachaluteres jacksonianus","Teleostei","Tetraodontiformes","Monacanthidae","Brachaluteres"
"8628","itis","Brachaluteres taylori","Teleostei","Tetraodontiformes","Monacanthidae","Brachaluteres"
"8629","itis","Cantherhines dumerilii","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8630","itis","Cantherhines fronticinctus","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8631","itis","Cantherhines pardalis","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8632","itis","Cantherhines sandwichiensis","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8633","itis","Cantherhines verecundus","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"8634","itis","Monacanthus chinensis","Teleostei","Tetraodontiformes","Monacanthidae","Monacanthus"
"8635","itis","Paraluteres prionurus","Teleostei","Tetraodontiformes","Monacanthidae","Paraluteres"
"8636","itis","Paramonacanthus japonicus",NA,NA,NA,NA
"8637","itis","Pervagor alternans","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8638","itis","Pervagor aspricaudus","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8639","itis","Pervagor janthinosoma","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8640","itis","Pervagor melanocephalus","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8641","itis","Pervagor nigrolineatus","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8642","itis","Pervagor spilosoma","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"8643","itis","Pseudalutarius nasicornis","Teleostei","Tetraodontiformes","Monacanthidae","Pseudalutarius"
"8644","itis","Rudarius minutus","Teleostei","Tetraodontiformes","Monacanthidae","Rudarius"
"8645","itis","Thamnaconus modestoides","Teleostei","Tetraodontiformes","Monacanthidae","Thamnaconus"
"8646","itis","Thamnaconus tessellatus","Teleostei","Tetraodontiformes","Monacanthidae","Thamnaconus"
"8647","itis","Arotrolepis filicauda","Teleostei","Tetraodontiformes","Monacanthidae","Arotrolepis"
"8648","itis","Paramonacanthus lowei","Teleostei","Tetraodontiformes","Monacanthidae","Paramonacanthus"
