"","db","query","class","order","family","genus"
"968","itis","Allenbatrachus meridionalis",NA,NA,NA,NA
"969","itis","Sicyopterus micrurus","Teleostei","Perciformes","Gobiidae","Sicyopterus"
"970","itis","Neostethus palawanensis","Teleostei","Atheriniformes","Phallostethidae","Neostethus"
"971","itis","Neostethus villadolidi","Teleostei","Atheriniformes","Phallostethidae","Neostethus"
"972","itis","Neostethus zamboangae","Teleostei","Atheriniformes","Phallostethidae","Neostethus"
"973","itis","Phallostethus lehi","Teleostei","Atheriniformes","Phallostethidae","Phallostethus"
"974","itis","Stiphodon multisquamus","Teleostei","Perciformes","Gobiidae","Stiphodon"
"975","itis","Syngnathus taenionotus","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"976","itis","Rhyacichthys aspro","Teleostei","Perciformes","Rhyacichthyidae","Rhyacichthys"
"977","itis","Herklotsichthys ovalis","Teleostei","Clupeiformes","Clupeidae","Herklotsichthys"
"978","itis","Encrasicholina gloria",NA,NA,NA,NA
"979","itis","Encrasicholina intermedia",NA,NA,NA,NA
"980","itis","Clupea pallasii","Teleostei","Clupeiformes","Clupeidae","Clupea"
"981","itis","Ehirava fluviatilis","Teleostei","Clupeiformes","Clupeidae","Ehirava"
"982","itis","Escualosa elongata","Teleostei","Clupeiformes","Clupeidae","Escualosa"
"983","itis","Herklotsichthys blackburni","Teleostei","Clupeiformes","Clupeidae","Herklotsichthys"
"984","itis","Nematalosa arabica","Teleostei","Clupeiformes","Clupeidae","Nematalosa"
"985","itis","Sardinella richardsoni","Teleostei","Clupeiformes","Clupeidae","Sardinella"
"986","itis","Encrasicholina macrocephala",NA,NA,NA,NA
"987","itis","Encrasicholina oligobranchus","Teleostei","Clupeiformes","Engraulidae","Encrasicholina"
"988","itis","Papuengraulis micropinna","Teleostei","Clupeiformes","Engraulidae","Papuengraulis"
"989","itis","Pseudosetipinna haizhouensis","Teleostei","Clupeiformes","Engraulidae","Pseudosetipinna"
"990","itis","Setipinna tenuifilis","Teleostei","Clupeiformes","Engraulidae","Setipinna"
"991","itis","Stolephorus advenus","Teleostei","Clupeiformes","Engraulidae","Stolephorus"
"992","itis","Stolephorus multibranchus","Teleostei","Clupeiformes","Engraulidae","Stolephorus"
"993","itis","Stolephorus nelsoni","Teleostei","Clupeiformes","Engraulidae","Stolephorus"
"994","itis","Stolephorus pacificus","Teleostei","Clupeiformes","Engraulidae","Stolephorus"
"995","itis","Stolephorus teguhi",NA,NA,NA,NA
"996","itis","Thryssa adelae","Teleostei","Clupeiformes","Engraulidae","Thryssa"
"997","itis","Thryssa encrasicholoides","Teleostei","Clupeiformes","Engraulidae","Thryssa"
"998","itis","Ilisha filigera","Teleostei","Clupeiformes","Pristigasteridae","Ilisha"
"999","itis","Ilisha lunula","Teleostei","Clupeiformes","Pristigasteridae","Ilisha"
"1000","itis","Ilisha macrogaster","Teleostei","Clupeiformes","Pristigasteridae","Ilisha"
"1001","itis","Ilisha pristigastroides","Teleostei","Clupeiformes","Pristigasteridae","Ilisha"
"1002","itis","Ilisha striatula","Teleostei","Clupeiformes","Pristigasteridae","Ilisha"
"1003","itis","Opisthopterus valenciennesi","Teleostei","Clupeiformes","Pristigasteridae","Opisthopterus"
"1004","itis","Cromileptes altivelis",NA,NA,NA,NA
"1005","itis","Epinephelus awoara","Teleostei","Perciformes","Serranidae","Epinephelus"
"1006","itis","Epinephelus caninus","Teleostei","Perciformes","Serranidae","Epinephelus"
"1007","itis","Epinephelus chlorocephalus","Teleostei","Perciformes","Serranidae","Epinephelus"
"1008","itis","Epinephelus costae","Teleostei","Perciformes","Serranidae","Epinephelus"
"1009","itis","Epinephelus lanceolatus","Teleostei","Perciformes","Serranidae","Epinephelus"
"1010","itis","Epinephelus indistinctus","Teleostei","Perciformes","Serranidae","Epinephelus"
"1011","itis","Epinephelus lebretonianus","Teleostei","Perciformes","Serranidae","Epinephelus"
"1012","itis","Epinephelus posteli","Teleostei","Perciformes","Serranidae","Epinephelus"
"1013","itis","Epinephelus quinquefasciatus",NA,NA,NA,NA
"1014","itis","Epinephelus suborbitalis","Teleostei","Perciformes","Serranidae","Epinephelus"
"1015","itis","Epinephelus tauvina","Teleostei","Perciformes","Serranidae","Epinephelus"
"1016","itis","Epinephelus trophis","Teleostei","Perciformes","Serranidae","Epinephelus"
"1017","itis","Hyporthodus darwinensis",NA,NA,NA,NA
"1018","itis","Hyporthodus perplexus",NA,NA,NA,NA
"1019","itis","Hyporthodus septemfasciatus",NA,NA,NA,NA
"1020","itis","Mycteroperca prionura","Teleostei","Perciformes","Serranidae","Mycteroperca"
"1021","itis","Mycteroperca xenarcha","Teleostei","Perciformes","Serranidae","Mycteroperca"
"1022","itis","Hippocampus camelopardalis","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus"
"1023","itis","Ethmidium maculatum","Teleostei","Clupeiformes","Clupeidae","Ethmidium"
"1024","itis","Anchoviella balboae","Teleostei","Clupeiformes","Engraulidae","Anchoviella"
"1025","itis","Engraulis mordax","Teleostei","Clupeiformes","Engraulidae","Engraulis"
"1026","itis","Pegasus tetrabelos",NA,NA,NA,NA
"1027","itis","Festucalex rufus",NA,NA,NA,NA
"1028","itis","Ariosoma sanzoi",NA,NA,NA,NA
"1029","itis","Bassanago nielseni",NA,NA,NA,NA
"1030","itis","Bathycongrus longicavis",NA,NA,NA,NA
"1031","itis","Bathycongrus parapolyporus",NA,NA,NA,NA
"1032","itis","Bathycongrus parviporus",NA,NA,NA,NA
"1033","itis","Bathycongrus unimaculatus",NA,NA,NA,NA
"1034","itis","Conger marginatus",NA,NA,NA,NA
"1035","itis","Parabathymyrus philippinensis",NA,NA,NA,NA
"1036","itis","Arnoglossus kessleri","Teleostei","Pleuronectiformes","Bothidae","Arnoglossus"
"1037","itis","Hemitrygon parvonigra",NA,NA,NA,NA
"1038","itis","Megatrygon microps",NA,NA,NA,NA
"1039","itis","Bythaelurus alcockii",NA,NA,NA,NA
"1040","itis","Amblyraja reversa","Chondrichthyes","Rajiformes","Rajidae","Amblyraja"
"1041","itis","Halaelurus quagga","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Halaelurus"
"1042","itis","Heteronarce bentuviai",NA,NA,NA,NA
"1043","itis","Heteronarce mollis","Chondrichthyes","Torpediniformes","Narkidae","Heteronarce"
"1044","itis","Narcine oculifera","Chondrichthyes","Torpediniformes","Narcinidae","Narcine"
"1045","itis","Heterodontus omanensis",NA,NA,NA,NA
"1046","itis","Raja pita",NA,NA,NA,NA
"1047","itis","Acroteriobatus omanensis",NA,NA,NA,NA
"1048","itis","Hippocampus casscsio",NA,NA,NA,NA
"1049","itis","Bathylychnops brachyrhynchus",NA,NA,NA,NA
"1050","itis","Acanthurus albimento","Teleostei","Perciformes","Acanthuridae","Acanthurus"
"1051","itis","Acropoma boholensis","Teleostei","Perciformes","Acropomatidae","Acropoma"
"1052","itis","Alepocephalus andersoni","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus"
"1053","itis","Xenaploactis anopta","Teleostei","Scorpaeniformes","Aploactinidae","Xenaploactis"
"1054","itis","Cocotropus roseomaculatus","Teleostei","Scorpaeniformes","Aploactinidae","Cocotropus"
"1055","itis","Ptarmus jubatus","Teleostei","Scorpaeniformes","Aploactinidae","Ptarmus"
"1056","itis","Ostorhinchus radcliffei",NA,NA,NA,NA
"1057","itis","Ostorhinchus wilsoni",NA,NA,NA,NA
"1058","itis","Bembras adenensis","Teleostei","Scorpaeniformes","Bembridae","Bembras"
"1059","itis","Laeops clarus","Teleostei","Pleuronectiformes","Bothidae","Laeops"
"1060","itis","Laeops gracilis","Teleostei","Pleuronectiformes","Bothidae","Laeops"
"1061","itis","Bellottia armiger","Teleostei","Ophidiiformes","Bythitidae","Bellottia"
"1062","itis","Ungusurculus williamsi",NA,NA,NA,NA
"1063","itis","Callionymus acutirostris","Teleostei","Perciformes","Callionymidae","Callionymus"
"1064","itis","Callionymus hildae","Teleostei","Perciformes","Callionymidae","Callionymus"
"1065","itis","Synchiropus zamboangana","Teleostei","Perciformes","Callionymidae","Synchiropus"
"1066","itis","Owstonia contodon",NA,NA,NA,NA
"1067","itis","Owstonia macrophthalma",NA,NA,NA,NA
"1068","itis","Owstonia melanoptera",NA,NA,NA,NA
"1069","itis","Owstonia nigromarginata",NA,NA,NA,NA
"1070","itis","Symphurus luzonensis","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus"
"1071","itis","Centrodraco abstractum","Teleostei","Perciformes","Draconettidae","Centrodraco"
"1072","itis","Parviparma straminea","Teleostei","Perciformes","Eleotridae","Parviparma"
"1073","itis","Lepadichthys springeri","Teleostei","Perciformes","Gobiesocidae","Lepadichthys"
"1074","itis","Hapalogenys filamentosus",NA,NA,NA,NA
"1075","itis","Hoplichthys acanthopleurus","Teleostei","Scorpaeniformes","Hoplichthyidae","Hoplichthys"
"1076","itis","Hoplichthys pectoralis","Teleostei","Scorpaeniformes","Hoplichthyidae","Hoplichthys"
"1077","itis","Liparis fishelsoni","Teleostei","Scorpaeniformes","Liparidae","Liparis"
"1078","itis","Psednos micrurus","Teleostei","Scorpaeniformes","Liparidae","Psednos"
"1079","itis","Coelorinchus carinifer",NA,NA,NA,NA
"1080","itis","Coryphaenoides semiscaber","Teleostei","Gadiformes","Macrouridae","Coryphaenoides"
"1081","itis","Hymenocephalus barbatulus","Teleostei","Gadiformes","Macrouridae","Hymenocephalus"
"1082","itis","Kuronezumia macronema","Teleostei","Gadiformes","Macrouridae","Kuronezumia"
"1083","itis","Ptereleotris kallista",NA,NA,NA,NA
"1084","itis","Diaphus dehaveni","Teleostei","Myctophiformes","Myctophidae","Diaphus"
"1085","itis","Diaphus ehrhorni","Teleostei","Myctophiformes","Myctophidae","Diaphus"
"1086","itis","Diaphus faustinoi","Teleostei","Myctophiformes","Myctophidae","Diaphus"
"1087","itis","Diaphus handi","Teleostei","Myctophiformes","Myctophidae","Diaphus"
"1088","itis","Diaphus lucifrons","Teleostei","Myctophiformes","Myctophidae","Diaphus"
"1089","itis","Diaphus rivatoni",NA,NA,NA,NA
"1090","itis","Parabembras robinsoni","Teleostei","Scorpaeniformes","Bembridae","Parabembras"
"1091","itis","Rogadius fehlmanni",NA,NA,NA,NA
"1092","itis","Sorsogona humerosa",NA,NA,NA,NA
"1093","itis","Sorsogona portuguesa",NA,NA,NA,NA
"1094","itis","Suggrundus cooperi","Teleostei","Scorpaeniformes","Platycephalidae","Suggrundus"
"1095","itis","Thysanophrys randalli",NA,NA,NA,NA
"1096","itis","Thysanophrys rarita",NA,NA,NA,NA
"1097","itis","Thysanophrys tricaudata",NA,NA,NA,NA
"1098","itis","Cocotropus monacanthus","Teleostei","Scorpaeniformes","Aploactinidae","Cocotropus"
"1099","itis","Pterygotrigla amaokai","Teleostei","Scorpaeniformes","Triglidae","Pterygotrigla"
"1100","itis","Lepidotrigla longipinnis","Teleostei","Scorpaeniformes","Triglidae","Lepidotrigla"
"1101","itis","Lepidotrigla bentuviai","Teleostei","Scorpaeniformes","Triglidae","Lepidotrigla"
"1102","itis","Neoscorpaena nielseni","Teleostei","Scorpaeniformes","Scorpaenidae","Neoscorpaena"
"1103","itis","Dunckerocampus dactyliophorus",NA,NA,NA,NA
"1104","itis","Pegasus volitans","Teleostei","Gasterosteiformes","Pegasidae","Pegasus"
"1105","itis","Paracaesio caerulea","Teleostei","Perciformes","Lutjanidae","Paracaesio"
"1106","itis","Malacocephalus luzonensis","Teleostei","Gadiformes","Macrouridae","Malacocephalus"
"1107","itis","Leptocephalus ophichthoides","Teleostei","Anguilliformes","Ophichthidae",NA
"1108","itis","Enigmapercis acutirostris","Teleostei","Perciformes","Percophidae","Enigmapercis"
"1109","itis","Paraliparis kreffti","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1110","itis","Myoxocephalus tuberculatus","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus"
"1111","itis","Oplegnathus woodwardi","Teleostei","Perciformes","Oplegnathidae","Oplegnathus"
"1112","itis","Stemonosudis bullisi","Teleostei","Aulopiformes","Paralepididae","Stemonosudis"
"1113","itis","Solocisquama carinata","Teleostei","Lophiiformes","Ogcocephalidae","Solocisquama"
"1114","itis","Paraliparis tompkinsae","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1115","itis","Oplegnathus insignis","Teleostei","Perciformes","Oplegnathidae","Oplegnathus"
"1116","itis","Sebastes nivosus","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes"
"1117","itis","Mugilogobius fasciatus","Teleostei","Perciformes","Gobiidae","Mugilogobius"
"1118","itis","Paramonacanthus matsuurai","Teleostei","Tetraodontiformes","Monacanthidae","Paramonacanthus"
"1119","itis","Erotelis armiger","Teleostei","Perciformes","Eleotridae","Erotelis"
"1120","itis","Paxton concilians","Teleostei","Perciformes","Apogonidae","Paxton"
"1121","itis","Sebastes koreanus","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes"
"1122","itis","Ebinania brephocephala","Teleostei","Scorpaeniformes","Psychrolutidae","Ebinania"
"1123","itis","Paraliparis megalopus","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1124","itis","Cryptocentrus leonis","Teleostei","Perciformes","Gobiidae","Cryptocentrus"
"1125","itis","Neobythites franzi","Teleostei","Ophidiiformes","Ophidiidae","Neobythites"
"1126","itis","Halieutopsis tumifrons","Teleostei","Lophiiformes","Ogcocephalidae","Halieutopsis"
"1127","itis","Lepidion eques","Teleostei","Gadiformes","Moridae","Lepidion"
"1128","itis","Hephthocara simum","Teleostei","Ophidiiformes","Bythitidae","Hephthocara"
"1129","itis","Zesticelus bathybius","Teleostei","Scorpaeniformes","Cottidae","Zesticelus"
"1130","itis","Scartelaos cantoris","Teleostei","Perciformes","Gobiidae","Scartelaos"
"1131","itis","Sphagemacrurus gibber","Teleostei","Gadiformes","Macrouridae","Sphagemacrurus"
"1132","itis","Porichthys oculellus","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys"
"1133","itis","Porichthys oculofrenum","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys"
"1134","itis","Patagonotothen kreffti","Teleostei","Perciformes","Nototheniidae","Patagonotothen"
"1135","itis","Lepturacanthus pantului","Teleostei","Perciformes","Trichiuridae","Lepturacanthus"
"1136","itis","Normichthys herringi","Teleostei","Osmeriformes","Platytroctidae","Normichthys"
"1137","itis","Liopropoma longilepis","Teleostei","Perciformes","Serranidae","Liopropoma"
"1138","itis","Luciobrotula lineata","Teleostei","Ophidiiformes","Ophidiidae","Luciobrotula"
"1139","itis","Ethadophis merenda","Teleostei","Anguilliformes","Ophichthidae","Ethadophis"
"1140","itis","Paraliparis atrolabiatus","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1141","itis","Sillago indica","Teleostei","Perciformes","Sillaginidae","Sillago"
"1142","itis","Priolepis sticta","Teleostei","Perciformes","Gobiidae","Priolepis"
"1143","itis","Physiculus parini","Teleostei","Gadiformes","Moridae","Physiculus"
"1144","itis","Merluccius hernandezi","Teleostei","Gadiformes","Merlucciidae","Merluccius"
"1145","itis","Zoarchias neglectus","Teleostei","Perciformes","Stichaeidae","Zoarchias"
"1146","itis","Plagiogeneion macrolepis","Teleostei","Perciformes","Emmelichthyidae","Plagiogeneion"
"1147","itis","Lepidotrigla venusta","Teleostei","Scorpaeniformes","Triglidae","Lepidotrigla"
"1148","itis","Dactylanthias aplodactylus","Teleostei","Perciformes","Serranidae","Dactylanthias"
"1149","itis","Stelgistrum beringianum","Teleostei","Scorpaeniformes","Cottidae","Stelgistrum"
"1150","itis","Eumicrotremus barbatus","Teleostei","Scorpaeniformes","Cyclopteridae","Eumicrotremus"
"1151","itis","Pseudocyttus maculatus","Teleostei","Zeiformes","Oreosomatidae","Pseudocyttus"
"1152","itis","Saurida pseudotumbil",NA,NA,NA,NA
"1153","itis","Lycodes sadoensis","Teleostei","Perciformes","Zoarcidae","Lycodes"
"1154","itis","Pseudochromis omanensis","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"1155","itis","Patagonotothen thompsoni","Teleostei","Perciformes","Nototheniidae","Patagonotothen"
"1156","itis","Paraulopus maculatus","Teleostei","Aulopiformes","Paraulopidae","Paraulopus"
"1157","itis","Hoplostethus metallicus","Teleostei","Beryciformes","Trachichthyidae","Hoplostethus"
"1158","itis","Paraliparis operculosus","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1159","itis","Eleutheronema tridactylum","Teleostei","Perciformes","Polynemidae","Eleutheronema"
"1160","itis","Gerres infasciatus","Teleostei","Perciformes","Gerreidae","Gerres"
"1161","itis","Paraliparis obliquosus","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1162","itis","Cotylopus acutipinnis","Teleostei","Perciformes","Gobiidae","Cotylopus"
"1163","itis","Sebastes peduncularis","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes"
"1164","itis","Parapercis atlantica","Teleostei","Perciformes","Pinguipedidae","Parapercis"
"1165","itis","Dolichopteryx anascopa","Teleostei","Osmeriformes","Opisthoproctidae","Dolichopteryx"
"1166","itis","Myripristis formosa","Teleostei","Beryciformes","Holocentridae","Myripristis"
"1167","itis","Eustomias dinema","Teleostei","Stomiiformes","Stomiidae","Eustomias"
"1168","itis","Hoplostethus marisrubri","Teleostei","Beryciformes","Trachichthyidae","Hoplostethus"
"1169","itis","Peristedion amblygenys","Teleostei","Scorpaeniformes","Triglidae","Peristedion"
"1170","itis","Lestidiops gracilis","Teleostei","Aulopiformes","Paralepididae","Lestidiops"
"1171","itis","Eubalichthys caeruleoguttatus","Teleostei","Tetraodontiformes","Monacanthidae","Eubalichthys"
"1172","itis","Paralichthys aestuarius","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys"
"1173","itis","Paraliparis orcadensis","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1174","itis","Paraliparis atramentatus","Teleostei","Scorpaeniformes","Liparidae","Paraliparis"
"1175","itis","Echeneis neucratoides","Teleostei","Perciformes","Echeneidae","Echeneis"
"1176","itis","Trachinotus anak","Teleostei","Perciformes","Carangidae","Trachinotus"
"1177","itis","Protammodytes sarisa","Teleostei","Perciformes","Ammodytidae","Protammodytes"
"1178","itis","Upeneus vanuatu",NA,NA,NA,NA
"1179","itis","Hypoptychus dybowskii","Teleostei","Gasterosteiformes","Hypoptychidae","Hypoptychus"
"1180","itis","Solenostomus halimeda","Teleostei","Gasterosteiformes","Solenostomidae","Solenostomus"
"1181","itis","Bhanotia pauciradiata","Teleostei","Gasterosteiformes","Syngnathidae","Bhanotia"
"1182","itis","Bulbonaricus brucei","Teleostei","Gasterosteiformes","Syngnathidae","Bulbonaricus"
"1183","itis","Campichthys nanus","Teleostei","Gasterosteiformes","Syngnathidae","Campichthys"
"1184","itis","Campichthys tricarinatus","Teleostei","Gasterosteiformes","Syngnathidae","Campichthys"
"1185","itis","Campichthys tryoni","Teleostei","Gasterosteiformes","Syngnathidae","Campichthys"
"1186","itis","Cosmocampus heraldi",NA,NA,NA,NA
"1187","itis","Cosmocampus profundus","Teleostei","Gasterosteiformes","Syngnathidae","Cosmocampus"
"1188","itis","Dunckerocampus chapmani","Teleostei","Gasterosteiformes","Syngnathidae","Dunckerocampus"
"1189","itis","Festucalex wassi","Teleostei","Gasterosteiformes","Syngnathidae","Festucalex"
"1190","itis","Micrognathus brevicorpus",NA,NA,NA,NA
"1191","itis","Micrognathus erugatus","Teleostei","Gasterosteiformes","Syngnathidae","Micrognathus"
"1192","itis","Minyichthys brachyrhinus","Teleostei","Gasterosteiformes","Syngnathidae","Minyichthys"
"1193","itis","Mitotichthys meraculus","Teleostei","Gasterosteiformes","Syngnathidae","Mitotichthys"
"1194","itis","Nannocampus weberi","Teleostei","Gasterosteiformes","Syngnathidae","Nannocampus"
"1195","itis","Trachyrhamphus serratus","Teleostei","Gasterosteiformes","Syngnathidae","Trachyrhamphus"
"1196","itis","Urocampus nanus","Teleostei","Gasterosteiformes","Syngnathidae","Urocampus"
"1197","itis","Myripristis tiki","Teleostei","Beryciformes","Holocentridae","Myripristis"
"1198","itis","Ostichthys brachygnathus","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"1199","itis","Ostichthys delta","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"1200","itis","Ostichthys hypsipterygion","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"1201","itis","Ostichthys ovaloculus","Teleostei","Beryciformes","Holocentridae","Ostichthys"
"1202","itis","Sargocentron inaequalis","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"1203","itis","Sargocentron megalops","Teleostei","Beryciformes","Holocentridae","Sargocentron"
"1204","itis","Alabes springeri",NA,NA,NA,NA
"1205","itis","Discotrema zonatum",NA,NA,NA,NA
"1206","itis","Liobranchia stria","Teleostei","Perciformes","Gobiesocidae","Liobranchia"
"1207","itis","Syngnathus safina","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"1208","itis","Cirrhitus albopunctatus","Teleostei","Perciformes","Cirrhitidae","Cirrhitus"
"1209","itis","Isocirrhitus sexfasciatus","Teleostei","Perciformes","Cirrhitidae","Isocirrhitus"
"1210","itis","Paracirrhites bicolor","Teleostei","Perciformes","Cirrhitidae","Paracirrhites"
"1211","itis","Parupeneus moffitti","Teleostei","Perciformes","Mullidae","Parupeneus"
"1212","itis","Upeneus mouthami",NA,NA,NA,NA
"1213","itis","Lubbockichthys myersi",NA,NA,NA,NA
"1214","itis","Manonichthys polynemus",NA,NA,NA,NA
"1215","itis","Pseudochromis kolythrus","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"1216","itis","Pseudochromis moorei","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"1217","itis","Pseudochromis pylei","Teleostei","Perciformes","Pseudochromidae","Pseudochromis"
"1218","itis","Cantherhines longicaudus","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"1219","itis","Cantherhines nukuhiva","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines"
"1220","itis","Enigmacanthus filamentosus","Teleostei","Tetraodontiformes","Monacanthidae","Enigmacanthus"
"1221","itis","Pervagor marginalis","Teleostei","Tetraodontiformes","Monacanthidae","Pervagor"
"1222","itis","Mugil margaritae",NA,NA,NA,NA
"1223","itis","Phyllopteryx dewysea",NA,NA,NA,NA
"1224","itis","Planiliza persica",NA,NA,NA,NA
"1225","itis","Coryogalops monospilus","Teleostei","Perciformes","Gobiidae","Coryogalops"
"1226","itis","Taenioides kentalleni","Teleostei","Perciformes","Gobiidae","Taenioides"
"1227","itis","Solea stanalandi","Teleostei","Pleuronectiformes","Soleidae","Solea"
"1228","itis","Zebrias captivus","Teleostei","Pleuronectiformes","Soleidae","Zebrias"
"1229","itis","Ophidion rochei","Teleostei","Ophidiiformes","Ophidiidae","Ophidion"
"1230","itis","Pogonoscorpius sechellensis","Teleostei","Scorpaeniformes","Scorpaenidae","Pogonoscorpius"
"1231","itis","Scorpaenodes immaculatus","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenodes"
"1232","itis","Scorpaenodes tribulosus","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenodes"
"1233","itis","Scorpaenopsis gilchristi","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"1234","itis","Scorpaenopsis longispina","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"1235","itis","Scorpaenopsis rubrimarginata",NA,NA,NA,NA
"1236","itis","Cottunculus spinosus","Teleostei","Scorpaeniformes","Psychrolutidae","Cottunculus"
"1237","itis","Callionymus umbrithorax","Teleostei","Perciformes","Callionymidae","Callionymus"
"1238","itis","Choridactylus striatus","Teleostei","Scorpaeniformes","Scorpaenidae","Choridactylus"
"1239","itis","Minous longimanus","Teleostei","Scorpaeniformes","Scorpaenidae","Minous"
"1240","itis","Ablabys binotatus","Teleostei","Scorpaeniformes","Scorpaenidae","Ablabys"
"1241","itis","Coccotropsis gymnoderma","Teleostei","Scorpaeniformes","Aploactinidae","Coccotropsis"
"1242","itis","Ocosia ramaraoi","Teleostei","Scorpaeniformes","Scorpaenidae","Ocosia"
"1243","itis","Pseudovespicula dracaena","Teleostei","Scorpaeniformes","Scorpaenidae","Pseudovespicula"
"1244","itis","Parmaturus macmillani","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Parmaturus"
"1245","itis","Squalus melanurus","Chondrichthyes","Squaliformes","Squalidae","Squalus"
"1246","itis","Aulohalaelurus kanakorum",NA,NA,NA,NA
"1247","itis","Bathyraja shuntovi","Chondrichthyes","Rajiformes","Arhynchobatidae","Bathyraja"
"1248","itis","Brochiraja leviveneta",NA,NA,NA,NA
"1249","itis","Brochiraja spinifera",NA,NA,NA,NA
"1250","itis","Brochiraja microspinifera",NA,NA,NA,NA
"1251","itis","Brochiraja albilabiata",NA,NA,NA,NA
"1252","itis","Somniosus longus","Chondrichthyes","Squaliformes","Somniosidae","Somniosus"
"1253","itis","Arhynchobatis asperrimus","Chondrichthyes","Rajiformes","Arhynchobatidae","Arhynchobatis"
"1254","itis","Brochiraja asperula",NA,NA,NA,NA
"1255","itis","Brochiraja aenigma",NA,NA,NA,NA
"1256","itis","Squalus bucephalus","Chondrichthyes","Squaliformes","Squalidae","Squalus"
"1257","itis","Notoraja lira",NA,NA,NA,NA
"1258","itis","Notoraja sapphira",NA,NA,NA,NA
"1259","itis","Neotrygon kuhlii",NA,NA,NA,NA
"1260","itis","Taeniura lessoni",NA,NA,NA,NA
"1261","itis","Centroscymnus macracanthus","Chondrichthyes","Squaliformes","Somniosidae","Centroscymnus"
"1262","itis","Brochiraja heuresa",NA,NA,NA,NA
"1263","itis","Brochiraja vittacauda",NA,NA,NA,NA
"1264","itis","Squatina caillieti",NA,NA,NA,NA
"1265","itis","Acanthistius joanae",NA,NA,NA,NA
"1266","itis","Chelidoperca maculicauda",NA,NA,NA,NA
"1267","itis","Liopropoma randalli",NA,NA,NA,NA
"1268","itis","Luzonichthys microlepis","Teleostei","Perciformes","Serranidae","Luzonichthys"
"1269","itis","Meganthias filiferus",NA,NA,NA,NA
"1270","itis","Plectranthias alcocki",NA,NA,NA,NA
"1271","itis","Plectranthias elaine",NA,NA,NA,NA
"1272","itis","Plectranthias intermedius","Teleostei","Perciformes","Serranidae","Plectranthias"
"1273","itis","Plectranthias maugei","Teleostei","Perciformes","Serranidae","Plectranthias"
"1274","itis","Plectranthias morgansi","Teleostei","Perciformes","Serranidae","Plectranthias"
"1275","itis","Pseudanthias unimarginatus",NA,NA,NA,NA
"1276","itis","Opistognathus adelus",NA,NA,NA,NA
"1277","itis","Opistognathus afer",NA,NA,NA,NA
"1278","itis","Opistognathus dipharus",NA,NA,NA,NA
"1279","itis","Opistognathus longinaris",NA,NA,NA,NA
"1280","itis","Opistognathus margaretae","Teleostei","Perciformes","Opistognathidae","Opistognathus"
"1281","itis","Opistognathus pardus",NA,NA,NA,NA
"1282","itis","Eugnathogobius indicus",NA,NA,NA,NA
"1283","itis","Eviota geminata",NA,NA,NA,NA
"1284","itis","Eviota oculopiperita",NA,NA,NA,NA
"1285","itis","Hetereleotris bipunctata","Teleostei","Perciformes","Gobiidae","Hetereleotris"
"1286","itis","Hetereleotris diademata","Teleostei","Perciformes","Gobiidae","Hetereleotris"
"1287","itis","Hetereleotris vinsoni","Teleostei","Perciformes","Gobiidae","Hetereleotris"
"1288","itis","Hetereleotris zonata","Teleostei","Perciformes","Gobiidae","Hetereleotris"
"1289","itis","Omobranchus robertsi","Teleostei","Perciformes","Blenniidae","Omobranchus"
"1290","itis","Oxyurichthys limophilus",NA,NA,NA,NA
"1291","itis","Priolepis anthioides","Teleostei","Perciformes","Gobiidae","Priolepis"
