date,data_src,class,order,family,genus_species,length_m,mature_age,longevity,lat_range,long_range,trophic_level
2013-02-01,fph,Actinopterygii,Perciformes,Chaetodontidae,Prognathodes marcellae,0.11599999999999999,0.7,1.8,25.46667,30,NA
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Coris julis,0.3,6.7,26.4,56.9456,53,3.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Microchirus wittei,0.25,1.9,7.1,25.35,30,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Monochirus hispidus,0.2,2.2,7.4,55.89997,45,3.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus laterna,0.25,5.7,20,29.9767,103,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus mediterraneus,0.5,1.3,4.7,18.1834,39,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Blenniidae,Aidablennius sphynx,0.08,1.2,3.3,5.3833,12,2.5
2013-02-01,fph,Actinopterygii,Perciformes,Blenniidae,Salaria pavo,0.13,1.7,5.6,15.2833,34,2.9
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Trachurus mediterraneus,0.6,3.1,12.6,17.2167,37,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Zosterisessor ophiocephalus,0.25,4.4,16.7,12.0667,33,3.1
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Gobius cobitis,0.27,3.5,13,13.9333,18,3
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Mesogobius batrachocephalus,0.345,2.1,7.9,2.2,8,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Neogobius melanostomus,0.24600000000000002,2.4,8,17.6151,49,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Proterorhinus marmoratus,0.115,1.1,3.2,12.1667,37,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Symphodus cinereus,0.16,1.9,6.2,NA,NA,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Symphodus ocellatus,0.12,1,2.9,NA,NA,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys flesus,0.6,3.1,12.5,105.5833,155,3.2
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena porcus,0.37,4.6,17.5,33.1628,108,3.9
2013-02-01,fph,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus typhle,0.35,1.4,5.1,35.8333,72,4.3
2013-02-01,fph,Elasmobranchii,Squaliformes,Squalidae,Squalus blainville,1,6.1,28.2,83.2000274658,343,4
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius merluccius,1.4,7,31.9,97.55,62,4.4
2013-02-01,fph,Actinopterygii,Lophiiformes,Lophiidae,Lophius americanus,1.2,6.6,30.4,58.385,88,4.5
2013-02-01,fph,Actinopterygii,Lophiiformes,Lophiidae,Lophius litulon,1.5,6.1,29.1,16,22,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Lesueurigobius friesii,0.13,1.4,3.9,38.95,47,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Neogobius ratan,0.2,2.6,9.1,NA,NA,4
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Ponticola syrman,0.245,1.8,6.3,2.2,8,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Dentex dentex,1,7.7,37.3,NA,NA,4.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Citharidae,Citharus linguatula,0.3,2.9,11,58.7,54,4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa nasuta,0.17,1.5,4.9,NA,NA,3.4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Dicologlossa cuneata,0.3,1.7,6,81.2666,32,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Triglidae,Eutrigla gurnardus,0.6,1,3.7,43.75,75,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Mullidae,Mullus surmuletus,0.4,2.6,9.4,33.4443,62,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Mullidae,Pseudupeneus prayensis,0.55,1.5,5.4,51.771,57,3.2
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides striaturus,0.54,4,16.8,22.7014,186,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Peristediidae,Satyrichthys adeni,0.7,6.5,28.6,50.01,118,NA
2013-02-01,fph,Actinopterygii,Perciformes,Artedidraconidae,Artedidraco mirus,0.125,0.1,0,15.0133,24,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Bathydraconidae,Parachaenichthys georgianus,0.59,0.1,0,113.9867,20,4
2013-02-01,fph,Actinopterygii,Perciformes,Bathydraconidae,Parachaenichthys charcoti,0.42,0.1,0,6.3183,38,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Gobionotothen gibberifrons,0.55,9.8,41,17.3,42,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen nudifrons,0.195,2.5,8.8,14.3617,42,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen squamifrons,0.55,5.8,24.3,33.0825,209,3.1
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Nototheniops nybelini,0.159,2.1,7.2,5.0506,19,NA
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen larseni,0.24,2.9,10.5,22.0202,203,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Paraplagusia guttata,0.21,3.1,11.3,52.81,34,NA
2013-02-01,fph,Actinopterygii,Siluriformes,Plotosidae,Plotosus canius,1.5,5.9,28.9,36.126,68,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Umbrina steindachneri,0.47,2,7.9,21.3667,30,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus zanzibarensis,0.32,3,11.4,58.5833,35,3.6
2013-02-01,fph,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox marmoratus,0.08900000000000001,3.2,9.9,29.4644,6,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Bovichtidae,Bovichtus chilensis,0.094,0.1,0,10.9417,2,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Labrisomidae,Auchenionchus variolosus,0.18,0.1,0,NA,NA,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Labrisomidae,Calliclinus geniguttatus,0.122,0.1,0,NA,NA,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Centropomidae,Centropomus parallelus,0.72,4.2,18.1,64.4191,64,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Centropomidae,Centropomus undecimalis,1.4,2.1,9.6,71.36,77,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Gerreidae,Diapterus auratus,0.34,1.5,5.5,60.05,64,2.4
2013-02-01,fph,Actinopterygii,Perciformes,Gerreidae,Eugerres plumieri,0.4,2.3,8.9,54.4191,61,2.2
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Leiostomus xanthurus,0.36,1.8,6.6,74.6333,34,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Micropogonias undulatus,0.55,2.1,8.1,34.2537,123,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Lagodon rhomboides,0.4,2.4,9.1,82.55,69,3.6
2013-02-01,fph,Actinopterygii,Gonorynchiformes,Chanidae,Chanos chanos,1.8,5.9,29.1,66.665,250,2
2013-02-01,fph,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus strigosus,0.146,1.2,4,57.0936,176,2
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Acanthocybium solandri,2.5,1.8,8.5,87.295,341,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Caranx caballus,0.55,2.1,8.4,38.77,83,4
2013-02-01,fph,Actinopterygii,Perciformes,Kyphosidae,Kyphosus pacificus,0.45,3.5,14.2,49.1715,55,NA
2013-02-01,fph,Actinopterygii,Perciformes,Kyphosidae,Kyphosus saltatrix,0.76,5.4,23.9,NA,NA,2
2013-02-01,fph,Actinopterygii,Perciformes,Scatophagidae,Scatophagus argus,0.38,0.7,2.4,70,179,3
2013-02-01,fph,Actinopterygii,Aulopiformes,Synodontidae,Harpadon nehereus,0.4,1.4,5.4,41.88333,58,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Nemipterus virgatus,0.35,2.4,9.4,53.4333,24,4
2013-02-01,fph,Actinopterygii,Perciformes,Scaridae,Scarus schlegeli,0.4,3.4,12.7,52.2069,84,2
2013-02-01,fph,Actinopterygii,Perciformes,Oplegnathidae,Oplegnathus fasciatus,0.8,0.1,0,68,223,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Trachurus japonicus,0.5,1.9,7.4,14.95,8,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Thunnus orientalis,3,2.8,13.8,86.245,222,4.2
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Sciades passany,1,6.2,28.8,7.71957,8,NA
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Arius arius,0.4,3.6,14.2,14.99,50,3.5
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser gueldenstaedtii,2.36,10,64.5,NA,NA,3.1
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser sturio,6,16,97.2,36.4166,107,3.5
2013-02-01,fph,Actinopterygii,Anguilliformes,Anguillidae,Anguilla bengalensis bengalensis,1.2,10,48,30.83,92,NA
2013-02-01,fph,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus aculeatus aculeatus,0.11,0.6,1.6,6.9116,3,NA
2013-02-01,fph,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius pungitius,0.09,2.1,6.1,127.5631,332,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus minutus,0.11,1,3,45.4,52,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Moronidae,Morone americana,0.495,9.7,39,21.0027,36,3
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus mykiss,1.2,1,4.1,103.9339,255,4.4
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salmo trutta fario,1,2.5,10.2,NA,NA,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus alpinus alpinus,1.07,13,51.9,NA,NA,NA
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser baerii baerii,2,9.8,48.1,NA,NA,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Coregonus lavaretus,0.73,2.6,10.7,13.1667,17,3.1
2013-02-01,fph,Actinopterygii,Anguilliformes,Anguillidae,Anguilla rostrata,1.52,4.1,19.4,45.2,92,3.7
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Alosa pseudoharengus,0.4,1.8,6.1,46.9163,43,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Microgadus tomcod,0.381,2.2,8.4,10.5666,14,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Neogobius cephalargoides,0.25,2.1,7.5,NA,NA,NA
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Semicossyphus pulcher,0.91,4.1,18.1,12.167,11,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Stromateidae,Peprilus ovatus,0.2,1,3.1,2.89,1,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus kisutch,1.079,3.1,13.8,29.3833,150,4.2
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus tshawytscha,1.5,4.1,19.4,111.4817,173,4.4
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus fontinalis,0.86,2.1,9,100.0167,249,3.1
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus nerka,0.84,1.2,4.9,36.4167,240,3.7
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus keta,1,2.3,10.7,27.1247,99,3.5
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus masou masou,0.79,4.2,18.1,NA,NA,NA
2013-02-01,fph,Actinopterygii,Anguilliformes,Anguillidae,Anguilla japonica,1.5,8.9,41,21.3834,37,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Solea solea,0.7,2.8,10.8,31.75,47,3.1
2013-02-01,fph,Actinopterygii,Perciformes,Ephippidae,Platax batavianus,0.65,3.2,13.6,30.625,47,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus marmoratus,0.08,1.1,3,NA,NA,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Stromateidae,Peprilus paru,0.3,1.1,3.8,80.37,64,4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Samaridae,Samariscus nielseni,0.064,0.1,0,15.9,17,3.5
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Stenodus leucichthys,1.5,6,28.6,13.983,54,4.2
2013-02-01,fph,Actinopterygii,Osmeriformes,Plecoglossidae,Plecoglossus altivelis altivelis,0.7,1.1,4.3,NA,NA,NA
2013-02-01,fph,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton taeniatus,0.33399999999999996,2.3,8.9,9.95,4,NA
2013-02-01,fph,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias maculatus,0.19,1.5,5.2,60.6,190,3.1
2013-02-01,fph,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias platei,0.309,2.2,8.1,2.9167,1,3.3
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salmo salar,1.5,2.1,10,115.444,318,4.4
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Coregonus albula,0.45,1.5,5.3,11.3167,12,3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus scorpius,0.6,1.5,5.3,54.67,358,3.9
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Triglopsis quadricornis,0.6,3.1,11.8,39.3997,335,3.7
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Liparidae,Liparis liparis liparis,0.15,1,3.1,1,1,NA
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Pachycara crassiceps,0.54,4.3,17.8,87.6186,15,NA
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Eucryphycus californicus,0.22,2.2,7.8,95.5194,70,3.3
2013-02-01,fph,Actinopterygii,Gadiformes,Muraenolepididae,Muraenolepis marmorata,0.4,0.1,0,NA,NA,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Dissostichus eleginoides,2.15,7.3,36.4,35.0833,179,4
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Trematomus bernacchii,0.28,0.9,3.1,38.5179,178,3.3
2013-02-01,fph,Actinopterygii,Gadiformes,Moridae,Physiculus japonicus,0.35,1.8,6.6,35.3,61,4.2
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser oxyrinchus oxyrinchus,4.03,9.3,48.3,6.625,24,NA
2013-02-01,fph,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus albatrossis,0.15,0.1,0,58.0983,57,4.1
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii pallasii,0.46,1.6,5.9,NA,NA,NA
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Alosa aestivalis,0.4,4.1,15.9,21.3,22,3.6
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Alosa sapidissima,0.76,3.3,14.3,28.5633,113,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Gadus macrocephalus,1.19,2.4,10.7,72.7414,237,4
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Theragra chalcogramma,0.91,1.8,6.9,72.98,274,3.4
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Gadus ogac,0.77,4.2,18.1,28.65,96,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Melanogrammus aeglefinus,1.12,5.3,23.4,66.8433,105,4.1
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Microgadus proximus,0.305,2.1,7.5,26.0703,52,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Pollachius virens,1.3,3.7,16.9,62.2833,100,4.4
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Merlangius merlangus,0.7,2.1,8.4,28.7666,53,4.4
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Micromesistius poutassou,0.5,2,7.8,31.15,89,4
2013-02-01,fph,Actinopterygii,Gadiformes,Lotidae,Brosme brosme,1.2,4.6,21.3,33.2166,104,4
2013-02-01,fph,Actinopterygii,Gadiformes,Lotidae,Ciliata mustela,0.25,1.1,3.7,15.55,26,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Macrourus berglax,1.1,16,73.1,52.9333,80,4.5
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Nezumia africana,0.242,2.7,9.7,18.0167,3,NA
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Nezumia bairdii,0.4,2.8,11,111.5,98,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus scabrus,0.6,2.1,8.2,97.0533,229,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius productus,0.91,4.9,22.1,50.98,102,4.4
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius albidus,0.406,1.3,5,83.98,93,3.4
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius gayi gayi,0.87,5.2,24,1,1,NA
2013-02-01,fph,Actinopterygii,Gadiformes,Phycidae,Phycis chesteri,0.42,5.4,21.9,57.5,81,3.2
2013-02-01,fph,Actinopterygii,Gadiformes,Phycidae,Urophycis chuss,0.66,3.6,15.1,24.9333,74,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Phycidae,Urophycis tenuis,1.33,5.4,27.2,52.44,76,4.2
2013-02-01,fph,Actinopterygii,Osmeriformes,Osmeridae,Mallotus villosus,0.2,1.4,4.5,76,338,3.2
2013-02-01,fph,Actinopterygii,Osmeriformes,Osmeridae,Osmerus mordax dentex,0.34,5.9,23.7,NA,NA,NA
2013-02-01,fph,Actinopterygii,Perciformes,Ammodytidae,Ammodytes hexapterus,0.3,2.1,7.7,36.8333,216,3.1
2013-02-01,fph,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas lupus,1.5,5.2,23.8,34.7667,113,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas denticulatus,1.8,5.9,29.5,37.433,110,3.8
2013-02-01,fph,Actinopterygii,Perciformes,Artedidraconidae,Pogonophryne ventrimaculata,0.26,0.1,0,6.78,9,NA
2013-02-01,fph,Actinopterygii,Perciformes,Bathydraconidae,Prionodraco evansii,0.15,0.1,0,16.0884,281,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,0.203,1.1,3.6,24.3983,17,3
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Gobius gasteveni,0.12,1.7,5.6,6.4855,8,NA
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Gobiusculus flavescens,0.06,1.1,2.9,15.5903,29,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus microps,0.09,3,9.4,21.1434,43,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,0.38,3.7,14.3,31.6833,33,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Ctenolabrus rupestris,0.18,2.6,9.1,37.6255,54,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Labrus bergylta,0.659,6.7,28.6,24.5032,49,3.1
2013-02-01,fph,Actinopterygii,Perciformes,Moronidae,Morone saxatilis,2,3.2,14.4,49.7667,100,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Pholidae,Pholis gunnellus,0.25,2.7,9.5,42.9406,120,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Pseudochromidae,Pseudoplesiops knighti,0.045,0.1,0,41.605,61,NA
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Scomber scombrus,0.6,2.7,10.9,65.57505,117,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Pagrus africanus,0.75,5.9,26.1,27.75,30,4.1
2013-02-01,fph,Actinopterygii,Perciformes,Stichaeidae,Leptoclinus maculatus,0.2,3,10.8,40.2247,212,3
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Lycodes cortezianus,0.5,4,16.8,24.0913,50,NA
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Zoarces americanus,1.1,5.5,26.9,102.8967,35,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Zoarces viviparus,0.52,3.8,14.7,120.681,92,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys brasiliensis,1,3.5,16,40.55,29,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys dentatus,0.94,3,13.4,26.1672,27,4.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys stellatus,0.91,3.6,14.9,71.73,252,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Reinhardtius hippoglossoides,0.8,8.7,41.1,78,353,4.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes stomias,0.84,5.9,26.3,63.097,237,4.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus cynoglossus,0.6,3.5,14.2,63.8673,216,3.1
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides platessoides,0.826,6,26.5,47.3,122,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus hippoglossus,4.7,17,96.8,30.0932,177,4.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus stenolepis,2.58,9.5,48.2,72.2,242,4.1
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda aspera,0.49,5,20.3,72.5,292,3.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda ferruginea,0.64,2.1,8.5,26.8308,47,3.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Liopsetta putnami,0.3,2.6,9.8,13.1336,16,3.4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus pacificus,0.76,2.7,11,29.7858,71,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes americanus,0.64,1.9,7.4,31.9308,39,2.8
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides robustus,0.3,3.3,13.2,27.2322,110,3.1
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda limanda,0.4,1.9,7.3,24.9833,47,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes platessa,1,5.5,24.8,26.95,52,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus aquosus,0.457,3,11.8,29.982,39,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Scophthalmidae,Psetta maxima,1,2.6,11,46.4133,38,4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus rhombus,0.75,1.5,5.7,46.7685,82,3.8
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus gorbuscha,0.76,2.1,8.8,44.4933,150,4.2
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus malma malma,1.27,9,41,6.45,1,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Hucho perryi,2,12,57.6,2.4808,2,3.8
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus leucomaenis leucomaenis,1.2,1.2,5,NA,NA,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Agonidae,Podothecus accipenserinus,0.305,3.2,12.3,22.5,61,3.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Agonidae,Leptagonus decagonus,0.21,2.4,8.5,39.2,314,3.2
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus hemilepidotus,0.51,6.8,28.5,26.7295,64,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus filamentosus,0.27,4.4,16.6,22.0365,43,3.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Leptocottus armatus,0.46,1.1,4.1,31.1958,53,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus polyacanthocephalus,0.8,3.2,13.6,27.53,97,4.1
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys bison,0.37,5.5,21.8,24.0069,50,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus matsubarai,0.24,4.7,17.6,NA,NA,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus octodecemspinosus,0.46,1.1,3.9,33.66,31,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Trachidermus fasciatus,0.14,1.1,3.4,2.73,2,3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Zesticelus bathybius,0.047,1.4,3.8,1.5708,4,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Taurulus bubalis,0.175,3.2,11.2,46.3385,74,3.6
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cyclopteridae,Cyclopterus lumpus,0.61,5.6,23.8,65.0433,124,3.9
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cyclopteridae,Aptocyclus ventricosus,0.41,4.7,19,21.97,96,4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Hemitripteridae,Hemitripterus villosus,0.35,0.1,0,24.935,21,4.2
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Liparidae,Liparis atlanticus,0.13,0.9,2.7,39.1334,147,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Liparidae,Careproctus trachysoma,0.31,1.9,7.3,10.6444,4,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes aleutianus,0.97,29,142.4,64,237,3.6
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes alutus,0.53,5.4,21.6,28.9433,70,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes babcocki,0.64,4,17,26.3375,62,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes borealis,1.08,15,71.8,21.5867,81,3.9
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,0.58,4.9,20.5,28.0505,107,4.1
