date,data_src,class,order,family,genus_species,length_m,mature_age,longevity,lat_range,long_range,trophic_level
2013-02-01,fph,Actinopterygii,Perciformes,Channichthyidae,Chionodraco hamatus,0.49,2.7,11,17.45,180,3.7
2013-02-01,fph,Actinopterygii,Perciformes,Artedidraconidae,Pogonophryne marmorata,0.21,0.1,0,14.2981,141,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Trematomus nicolai,0.36,3.3,12.9,10.9667,163,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus robustus,0.4,4.2,16.7,14.63,15,NA
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Synechogobius hasta,0.5,2.3,9.2,18.3,8,3
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Tridentiger trigonocephalus,0.11,1.7,5.2,77.2333,51,NA
2013-02-01,fph,Actinopterygii,Perciformes,Polynemidae,Polydactylus sextarius,0.3,1.1,3.7,61.6,124,3.8
2013-02-01,fph,Actinopterygii,Perciformes,Polynemidae,Galeoides decadactylus,0.5,1.6,6.5,54.9833,76,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Scolopsis taenioptera,0.3,0.8,2.7,37.6592,58,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Auxis rochei rochei,0.5,2.1,8.4,62.3153,92,NA
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Scolopsis monogramma,0.31,1.6,5.8,50.2835,58,3.5
2013-02-01,fph,Actinopterygii,Beloniformes,Belonidae,Belone belone,0.93,2.1,8.5,41.9834,47,4.2
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Sardinops sagax,0.395,2.1,7.9,101.9734,263,2.4
2013-02-01,fph,Actinopterygii,Ophidiiformes,Bythitidae,Majungaichthys simplex,0.037000000000000005,0.7,1.6,NA,NA,NA
2013-02-01,fph,Actinopterygii,Ophidiiformes,Ophidiidae,Brotula barbata,0.94,3.4,15.4,72.5167,130,NA
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Alectis alexandrinus,1,3,13.7,43.7,47,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Trachinotus goreensis,1,3,13.7,27.2333,37,NA
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Trachurus trecae,0.35,2.7,11.1,33.1,27,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena hippurus,2.1,0.5,2.1,105.0167,333,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena equiselis,1.27,0.5,1.7,79.4,337,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Mahidolia mystacina,0.08,1.3,3.8,50.5667,136,4
2013-02-01,fph,Actinopterygii,Perciformes,Haemulidae,Pomadasys rogerii,0.6,3.7,15.9,20.6667,30,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Istiophorus albicans,3.15,3.7,18.2,75.975,65,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,1.1,1.4,6.1,130.6323,353,3.8
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Thunnus thynnus,4.58,7.5,43.5,101.45,269,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Serranidae,Centropristis striata,0.66,1.7,6.2,22.533,27,4
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Boops boops,0.36,4.1,15.7,75.0933,64,3
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Dentex gibbosus,1.06,4.2,19.2,NA,NA,4.1
2013-02-01,fph,Actinopterygii,Ophidiiformes,Ophidiidae,Selachophidium guentheri,0.3,1.7,6.4,25.6667,25,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Sicyopus fehlmanni,0.051,1.2,3,1.22611,1,NA
2013-02-01,fph,Actinopterygii,Perciformes,Siganidae,Siganus argenteus,0.4,1.1,3.8,55.0402,174,2
2013-02-01,fph,Actinopterygii,Perciformes,Siganidae,Siganus labyrinthodes,0.25,1,3.5,14.92083,65,NA
2013-02-01,fph,Actinopterygii,Perciformes,Siganidae,Siganus luridus,0.3,2.3,8.6,57.8667,32,2
2013-02-01,fph,Actinopterygii,Perciformes,Rachycentridae,Rachycentron canadum,2,1.5,6.7,82.55,258,4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Bothidae,Crossorhombus azureus,0.18,2.1,7.2,59.16,75,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus dubius,0.5,4.3,17.8,17.85,17,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus macrostomus,0.17300000000000001,1.9,6.4,3,1,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus elevatus,0.2,1.2,4.2,54.5167,123,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus triocellatus,0.15,1,3.2,24.6,40,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Samaridae,Samaris cristatus,0.22,0.1,0,55.4667,133,3.5
2013-02-01,fph,Actinopterygii,Ophidiiformes,Bythitidae,Ungusurculus komodoensis,0.033,0.6,1.3,NA,NA,NA
2013-02-01,fph,Actinopterygii,Perciformes,Haemulidae,Pomadasys striatus,0.22,2.6,9.4,64.6,18,NA
2013-02-01,fph,Actinopterygii,Perciformes,Latidae,Lates calcarifer,2,4.6,23.1,65.9167,103,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Stenotomus chrysops,0.46,2.7,10.5,21.4233,25,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Acanthopagrus vagus,0.262,0.1,0,NA,NA,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Bothidae,Bothus myriaster,0.27,2.8,10.5,70.1833,164,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus acaudatus,0.14,1.6,5.2,30.3364409,25,3.5
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys albigutta,0.71,2.7,11.5,27.0885,39,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Brachirus orientalis,0.3,2.7,10.1,65.16,78,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus indicus,1,1.6,7,76.5167,142,3.6
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois russelii,0.3,6.1,23.6,48.6173,116,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus tribulus,0.35,2.2,8.6,23.4556,25,NA
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Plicofollis dussumieri,0.62,1.7,7,56.2167,80,4
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Bagre marinus,0.69,4.4,19.1,68.4967,64,3.3
2013-02-01,fph,Actinopterygii,Tetraodontiformes,Triacanthidae,Triacanthus biaculeatus,0.3,3.3,13.2,53.13,104,2.8
2013-02-01,fph,Actinopterygii,Perciformes,Lutjanidae,Lutjanus fulgens,0.6,2.7,11.4,36.4333,37,4
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Nemipterus gracilis,0.18,1.3,4.2,NA,NA,NA
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Nemipterus nematophorus,0.2,1.2,4.4,7.1,29,NA
2013-02-01,fph,Actinopterygii,Perciformes,Serranidae,Epinephelus aeneus,1.2,2.8,12.7,55.3133,52,4
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Pagellus bellottii,0.42,4,15.8,60.3517,62,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Bothidae,Bothus podas,0.45,4.1,16.8,60.46,63,3.4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus canariensis,0.6,2.2,8.9,30.9166,31,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Psettodidae,Psettodes belcheri,0.8,2.5,11,27.7,30,4.1
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Dactylopteridae,Dactylopterus volitans,0.5,1.3,4.9,86.5033,223,3.6
2013-02-01,fph,Actinopterygii,Zeiformes,Zeidae,Zenopsis conchifer,0.8,3.3,14.4,100.5901,160,4.5
2013-02-01,fph,Actinopterygii,Stomiiformes,Stomiidae,Photonectes margarita,0.396,3.1,12.4,79,264,4
2013-02-01,fph,Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocephalus lunaris,0.45,3.1,12.4,70.45,141,NA
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Anampses caeruleopunctatus,0.42,3.7,15,62.2564,162,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Anampses geographicus,0.31,2.8,10.9,58.38,64,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Anampses neoguinaicus,0.2,2.5,8.8,53.48,60,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Hemigymnus fasciatus,0.8,5.8,26.1,58.1639,204,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Hemigymnus melapterus,0.9,6.3,28.7,56.6,162,3.3
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Thalassoma lunare,0.25,2.5,9.1,61.8,204,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Phycidae,Phycis blennoides,1.1,4,17,31.8667,83,3.7
2013-02-01,fph,Actinopterygii,Perciformes,Callionymidae,Synchiropus phaeton,0.18,1.6,5.3,67.07,146,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Scomberoides lysan,1.1,2,8.7,66.9719,178,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Nototheniidae,Notothenia angustata,0.41,3.7,15,11.7346,14,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Callionymidae,Foetorepus calauropomus,0.3,2.3,8.6,16.875,39,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Poecilopsetta plinthus,0.19,1.9,6.4,69.7028,40,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Nemipteridae,Nemipterus japonicus,0.32,1.5,5.6,53.0867,88,3.8
2013-02-01,fph,Actinopterygii,Aulopiformes,Synodontidae,Trachinocephalus myops,0.4,0.5,1.8,88.2494,339,4.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos otakii,0.57,2.6,11,4.7,7,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Kyphosidae,Microcanthus strigatus,0.16,1.6,5.4,74.6,58,3
2013-02-01,fph,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus warmingii,0.081,1.8,5.4,88.9717,355,3.4
2013-02-01,fph,Actinopterygii,Myctophiformes,Myctophidae,Hygophum reinhardtii,0.06,1.5,4.1,83.0084,342,3.2
2013-02-01,fph,Actinopterygii,Myctophiformes,Myctophidae,Lampichthys procerus,0.1,1.8,5.5,50.9589,344,NA
2013-02-01,fph,Actinopterygii,Myctophiformes,Myctophidae,Myctophum nitidulum,0.083,2.1,6.6,99.9844,349,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Oxycheilinus unifasciatus,0.46,3.9,15.8,49.4417,92,4.1
2013-02-01,fph,Actinopterygii,Perciformes,Pomacentridae,Chromis multilineata,0.2,2.2,7.8,54.7091,110,3
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Miichthys miiuy,0.7,2.1,9,12,8,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Cirrhilabrus cyanopleura,0.15,2,6.7,48.61,60,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Haemulidae,Pomadasys argenteus,0.7,2.5,10.5,57.871,137,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Gymnogobius urotaenia,0.14,2,6.5,15.4339,11,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Zoarcidae,Pachycara bulbiceps,0.515,4.3,17.8,57.68247,116,NA
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Pollachius pollachius,1.3,3.4,15.4,29.6,97,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Sparidae,Calamus calamus,0.56,4.5,19,34.59165,59,3.3
2013-02-01,fph,Actinopterygii,Ateleopodiformes,Ateleopodidae,Guentherus altivela,2,0.1,0,56.5333,144,3.4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa impar,0.35,1.7,6.2,NA,NA,3.2
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus alascanus,0.8,32,144.7,44.1133,70,3.6
2013-02-01,fph,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus murrayi,0.37,3,11.8,23.2401,69,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Tetrarogidae,Snyderina guentheri,0.215,4.8,17.6,11.4311,31,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Liparidae,Liparis owstoni,0.43,2.1,8.4,NA,NA,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Salmo trutta trutta,1.4,2.9,13.1,66.4036591,37,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus marmoratus,0.3,2.2,8.5,13.44,22,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Paraplagusia japonica,0.35,3.8,14.9,1.71,4,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Leiognathidae,Eubleekeria splendens,0.17,0.9,2.7,44.875,78,2.9
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Plicofollis platystomus,0.31,2.4,9.2,2.4,24,3.5
2013-02-01,fph,Actinopterygii,Siluriformes,Bagridae,Tachysurus sinensis,0.361,3.4,13.5,NA,NA,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Stromateidae,Pampus cinereus,0.25,1.1,3.9,6.688,52,NA
2013-02-01,fph,Actinopterygii,Perciformes,Terapontidae,Terapon jarbua,0.36,3,12,72.12,212,3.9
2013-02-01,fph,Actinopterygii,Perciformes,Stromateidae,Pampus chinensis,0.4,1.1,4.3,20.96667,53,3.6
2013-02-01,fph,Actinopterygii,Mugiliformes,Mugilidae,Liza subviridis,0.4,1.2,4.5,56.0167,122,2.7
2013-02-01,fph,Actinopterygii,Anguilliformes,Anguillidae,Anguilla reinhardtii,1.65,19,96.7,30.2967,18,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Lutjanidae,Lutjanus monostigma,0.6,3.1,13,59.8167,185,4.3
2013-02-01,fph,Actinopterygii,Perciformes,Lutjanidae,Lutjanus johnii,0.97,5.2,24.8,58.475,137,4.2
2013-02-01,fph,Actinopterygii,Mugiliformes,Mugilidae,Valamugil buchanani,1,5.7,26.2,63.9867,154,2.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Gillichthys mirabilis,0.21,0.7,2,12.6467,12,3.2
2013-02-01,fph,Actinopterygii,Mugiliformes,Mugilidae,Liza tade,0.7,4.1,16.5,45.12,65,2
2013-02-01,fph,Actinopterygii,Mugiliformes,Mugilidae,Liza parsia,0.16,1.4,4.7,13.6,25,2
2013-02-01,fph,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus lacunosus,0.25,2.8,10.5,62.45,184,3.3
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Nematalosa nasus,0.22,1.3,4.5,60.2036,91,2.7
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus japonicus,1.81,5.9,29.1,70.5833,134,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Blenniidae,Litobranchus fowleri,0.035,0.8,1.8,14.112,12,2
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Protonibea diacanthus,1.5,2.1,9.2,49.445,91,3.5
2013-02-01,fph,Actinopterygii,Mugiliformes,Mugilidae,Valamugil speigleri,0.35,2.5,9.8,52.3113,59,2.2
2013-02-01,fph,Actinopterygii,Perciformes,Scaridae,Scarus dimidiatus,0.4,1.7,6.6,45.5627,39,2
2013-02-01,fph,Actinopterygii,Perciformes,Scaridae,Scarus ghobban,0.9,2.1,9.1,63.5667,245,2
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Dussumieria elopsoides,0.2,1.4,5.1,54.2667,141,3.4
2013-02-01,fph,Actinopterygii,Perciformes,Polynemidae,Eleutheronema tetradactylum,2,4.4,22.3,55.245,103,4.4
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus angustirostris,2.3,1.3,6.1,71.3167,236,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus audax,4.2,2.2,11,86.7673,246,4.6
2013-02-01,fph,Actinopterygii,Beloniformes,Belonidae,Strongylura anastomella,1,1.9,8.5,14.05,20,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Haemulidae,Anisotremus scapularis,0.4,2.7,10.5,30.2367,22,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Soleidae,Solea fulvomarginata,0.26,2,7.3,5.3333,14,NA
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Sardinella longiceps,0.23,1.9,7.1,33.54642,84,2.4
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Periophthalmus barbarus,0.25,1,3.2,57.871,123,3.2
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Tenualosa ilisha,0.6,1.5,5.8,43.5,57,2
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Scomberomorus niphonius,1,0.8,3.2,14.09,7,4.5
2013-02-01,fph,Actinopterygii,Ophidiiformes,Ophidiidae,Monomitopus torvus,0.226,1.7,6,8.25,11,NA
2013-02-01,fph,Actinopterygii,Siluriformes,Ariidae,Sciades assimilis,0.35,2.6,10.2,8.3361,11,NA
2013-02-01,fph,Actinopterygii,Perciformes,Lutjanidae,Lutjanus jocu,1.28,6.3,28.7,68.3867,77,4.3
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Otolithoides pama,1.6,4.9,24.1,18.783,56,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes obscurus,0.56,4.2,17.9,22.1016,28,NA
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys cornutus,0.3,3.3,12.3,18.3528,23,NA
2013-02-01,fph,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus melanochir,0.52,1.3,4.7,16.5,40,2.6
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Sarda sarda,0.914,1.1,4.1,105.4,126,4.5
2013-02-01,fph,Actinopterygii,Clupeiformes,Clupeidae,Alosa alosa,0.83,1.8,7.5,20.5333,28,3.6
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Trachinotus botla,0.75,2.4,10.3,54.9793,142,3.2
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Sarda chiliensis chiliensis,1.02,1.5,6.3,8,5,NA
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Seriola quinqueradiata,1.5,1.9,8.8,15.0666,11,4
2013-02-01,fph,Actinopterygii,Perciformes,Scombridae,Scomberomorus guttatus,0.76,1.9,8,55.1467,90,4.3
2013-02-01,fph,Actinopterygii,Perciformes,Sciaenidae,Nibea albiflora,0.435,2.7,10.9,15.82,8,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Carangidae,Parastromateus niger,0.75,1.3,4.8,71.4667,153,2.9
2013-02-01,fph,Actinopterygii,Perciformes,Labridae,Gomphosus caeruleus,0.3,2.9,10.9,56.4834,134,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Ariommatidae,Ariomma indicum,0.25,0.8,2.6,57.34,119,3.6
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus whiffiagonis,0.6,5.2,22,37.45,46,4.2
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Eleginus gracilis,0.55,3.8,15.9,25.8546,114,4.1
2013-02-01,fph,Actinopterygii,Gasterosteiformes,Gasterosteidae,Spinachia spinachia,0.22,1.1,3.6,22.75,74,3.5
2013-02-01,fph,Actinopterygii,Perciformes,Pholidae,Rhodymenichthys dolichogaster,0.25,1.6,5.9,22.9,24,NA
2013-02-01,fph,Actinopterygii,Salmoniformes,Salmonidae,Coregonus muksun,0.9,4.7,20.5,NA,NA,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus uncinatus,0.1,2.1,6.5,34.3905,147,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus tricuspis,0.3,4,15,36.8417,327,3.5
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus papilio,0.3,5.6,21.8,16.5583,23,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Megalocottus platycephalus platycephalus,0.42,4.3,17.8,1,1,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus scorpioides,0.22,3.7,13.4,31.6517,348,3.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus verrucosus,0.3,4.6,17.7,16.4238,23,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Hemitripteridae,Blepsias bilobus,0.25,0.1,0,19.31,49,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos stelleri,0.48,2.4,9.5,22.8272,92,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Liparidae,Liparis gibbus,0.52,2.4,9.9,35.7673,287,3.3
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser schrenckii,3,9.4,48.3,NA,NA,3.7
2013-02-01,fph,Actinopterygii,Acipenseriformes,Acipenseridae,Huso dauricus,5.6,16,97.2,1,1,4.5
2013-02-01,fph,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium ocellatum,1.07,0.1,0,25.0800018311,11,3.4
2013-02-01,fph,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus spinax,0.6,0.1,0,97.8083343506,60,3.8
2013-02-01,fph,Actinopterygii,Perciformes,Uranoscopidae,Uranoscopus fuscomaculatus,0.3,2.2,8.3,1,1,NA
2013-02-01,fph,Actinopterygii,Anguilliformes,Anguillidae,Anguilla anguilla,1.33,8.8,43.5,48.4968,104,3.5
2013-02-01,fph,Actinopterygii,Anguilliformes,Muraenidae,Muraena helena,1.5,0.1,0,84.8948,210,4.2
2013-02-01,fph,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes quadracus,0.064,1.2,3.3,13.1019,30,3.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Samaridae,Samariscus maculatus,0.1,0.1,0,NA,NA,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus vulgaris,0.6,1.5,6,36.6167,62,3.2
2013-02-01,fph,Actinopterygii,Gadiformes,Moridae,Gadella imberbis,0.23,1.3,4.5,79.2817,85,3
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Makaira indica,4.65,1.2,6.1,70.095,240,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Makaira mazara,5,4.2,25.2,45.1574,57,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus albidus,3,1,5,81.6833,92,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Istiophorus platypterus,3.48,5.1,26.4,69.225,345,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus pfluegeri,2.54,1.5,7.3,79.9583,99,4.3
2013-02-01,fph,Actinopterygii,Tetraodontiformes,Molidae,Mola mola,3.33,0.1,0,98.9539,327,4
2013-02-01,fph,Actinopterygii,Gadiformes,Lotidae,Enchelyopus cimbrius,0.41,3.6,14.2,45.8667,119,3.5
2013-02-01,fph,Actinopterygii,Gadiformes,Gadidae,Trisopterus minutus,0.4,4.1,15.9,25.242,31,3.8
2013-02-01,fph,Actinopterygii,Gadiformes,Moridae,Pseudophycis bachus,0.9,1.7,6.9,54.42920111,49,4.5
2013-02-01,fph,Actinopterygii,Perciformes,Ammodytidae,Hyperoplus lanceolatus,0.4,1.9,7.1,18.4979,65,4.2
2013-02-01,fph,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus pictus,0.06,1.1,2.9,21.589,31,3.1
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus nigrescens,0.12,1.7,5.5,49.4167,39,3.3
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina oblonga,0.41,1.8,7,38.1,36,4.2
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys vetulus,0.49,3,11.7,29.5616,62,3.4
2013-02-01,fph,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus boscii,0.4,3,10.7,26.429,36,3.7
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Agonidae,Agonus cataphractus,0.21,1.8,5.9,22.3667,75,3.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus herzensteini,0.32,4.3,16.7,1,1,3.3
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus gilberti,0.36,6.2,23.9,7.0292,10,3.4
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus jaok,0.74,4.5,19.1,20.28,33,4.2
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus stelleri,0.6,2.7,11,25.793,51,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes chlorostictus,0.5,5.8,23.9,17.2101,9,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes constellatus,0.46,7.6,32.7,13.95,11,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes lentiginosus,0.23,3.5,12.8,1,1,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes miniatus,0.91,5.9,26.3,27.1,57,NA
2013-02-01,fph,Actinopterygii,Scorpaeniformes,Triglidae,Trigloporus lastoviza,0.4,2,7.6,97.7667,50,3.4
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius paradoxus,1.15,5.1,24,42.348611,28,4.7
2013-02-01,fph,Actinopterygii,Gadiformes,Merlucciidae,Merluccius gayi peruanus,0.68,3.2,13.6,9.17,7,NA
2013-02-01,fph,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon spilonotopterus,0.38,1.1,4,42.9492,103,4
2013-02-01,fph,Actinopterygii,Osmeriformes,Alepocephalidae,Xenodermichthys copei,0.31,3.5,13.5,120.008,257,3.2
2013-02-01,fph,Actinopterygii,Myctophiformes,Myctophidae,Electrona paucirastra,0.07,1.7,4.8,19.3945,85,3.2
2013-02-01,fph,Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus agassizii,0.79,9.1,40.9,49.9389,86,3.4
2013-02-01,fph,Actinopterygii,Osmeriformes,Alepocephalidae,Alepocephalus bairdii,1,7.7,35.9,39.165,67,3.7
2013-02-01,fph,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus brachyurus,3.25,12,76.6,87.9450016022,276,4.5
